============================== SRIM-2006.02 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ni(1.68 GeV) ==> Mylar(  5 um) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2164 28 .1670959E+10   5026811E-02  .1392E+02 -.9427E+01   .9999999  .0003610 -.0003960
T 2165 28 .1671274E+10   5019489E-02 -.3072E+01  .1969E+01   .9999999 -.0000980  .0000208
T 2166 28 .1671350E+10   5020854E-02  .2984E+01 -.6891E+01   .9999999 -.0000059 -.0002259
T 2167 28 .1671036E+10   5016822E-02 -.2411E+01 -.4304E+01   .9999999 -.0004823 -.0001054
T 2168 28 .1671477E+10   5006819E-02  .6490E+01  .3620E+01   .9999999 -.0001233  .0002247
T 2169 28 .1671020E+10   5004667E-02  .3797E+01 -.3928E+01   .9999999  .0001934 -.0000020
T 2170 28 .1671231E+10   5002095E-02 -.4475E+01  .5282E+00   .9999999 -.0001259  .0000493
T 2171 28 .1671385E+10   5006840E-02 -.1174E+01  .5196E+01   .9999999 -.0000158  .0003126
T 2172 28 .1671312E+10   5013225E-02 -.6590E+01 -.2362E+00   .9999999 -.0001434  .0000970
T 2173 28 .1671285E+10   5007473E-02 -.4470E+01 -.6918E+01   .9999999 -.0003182 -.0002218
T 2174 28 .1671326E+10   5018304E-02  .4659E+01 -.1255E+01   .9999999  .0004256 -.0001828
T 2175 28 .1671013E+10   5029344E-02 -.5515E+01  .8453E+01   .9999999 -.0001379  .0001081
T 2176 28 .1671318E+10   5014851E-02  .2208E+01 -.1746E+01   .9999999  .0000463 -.0001289
T 2177 28 .1671214E+10   5027623E-02  .9819E+01  .1731E+02   .9999998  .0003294  .0005381
T 2178 28 .1671338E+10   5002686E-02  .6158E+01  .5123E+01   .9999999  .0002025  .0002028
T 2179 28 .1670707E+10   5011761E-02 -.1519E+02  .1172E+01   .9999999 -.0005149 -.0000496
T 2180 28 .1671247E+10   5016620E-02 -.9534E+01  .1034E+02   .9999999 -.0000790  .0005255
T 2181 28 .1671792E+10   5006648E-02  .6707E+00  .1390E+01   .9999999 -.0001548 -.0000149
T 2182 28 .1671372E+10   5041765E-02  .1356E+01  .1530E+02   .9999999 -.0001164  .0003010
T 2183 28 .1671045E+10   5042630E-02 -.1424E+01  .4314E+01   .9999999 -.0000254 -.0000935
T 2184 28 .1670917E+10   5028587E-02  .9510E+01 -.4979E+01   .9999999  .0002355 -.0000292
T 2185 28 .1671041E+10   5038552E-02 -.9169E+01 -.1479E+01   .9999999 -.0003996  .0000990
T 2186 28 .1671221E+10   5027060E-02  .2257E+02  .2870E+02   .9999995  .0006916  .0006538
T 2187 28 .1671027E+10   5011591E-02  .1453E+02  .7677E+00   .9999999  .0004890 -.0000633
T 2188 28 .1671629E+10   5027136E-02  .2078E+01  .1156E+02   .9999999  .0001280  .0002649
T 2189 28 .1671463E+10   5030645E-02 -.1067E+02  .1293E+01   .9999999 -.0002448  .0001087
T 2190 28 .1671075E+10   5022184E-02  .1137E+02 -.3816E+01   .9999999  .0000641  .0000194
T 2191 28 .1670824E+10   5047154E-02 -.3010E+01  .2409E+01   .9999999 -.0001477  .0001680
T 2192 28 .1671263E+10   5015323E-02 -.6430E+01 -.1245E+01   .9999999 -.0000210 -.0000392
T 2193 28 .1671125E+10   5019098E-02 -.3951E+01  .6024E+01   .9999999  .0000113  .0000996
T 2194 28 .1671509E+10   5003368E-02  .2664E+01 -.2357E+01   .9999999  .0000583 -.0001681
T 2195 28 .1671235E+10   5022151E-02 -.7450E+01  .4563E+01   .9999999 -.0003856  .0002192
T 2196 28 .1671362E+10   5000871E-02  .5731E+01  .1024E+01   .9999999  .0003561  .0000637
T 2197 28 .1671274E+10   5035227E-02  .8302E+00 -.2985E+01   .9999999 -.0000768 -.0000120
T 2198 28 .1671378E+10   5040078E-02 -.3680E+01 -.8233E+01   .9999999 -.0002897  .0000450
T 2199 28 .1671096E+10   5024097E-02  .3294E+01  .3160E+01   .9999999  .0000875  .0002639
T 2200 28 .1671085E+10   5019769E-02  .3136E+01  .5357E+01   .9999999  .0001390  .0001871
T 2201 28 .1670848E+10   5025083E-02 -.4620E+01  .4343E+01   .9999999 -.0002149  .0001411
T 2202 28 .1671037E+10   5008496E-02  .2017E+01 -.4380E+01   .9999999 -.0000062 -.0002408
T 2203 28 .1671425E+10   5001600E-02  .8278E+01 -.5994E+00   .9999999  .0001531 -.0000475
T 2204 28 .1670999E+10   5003216E-02 -.9875E+01  .2461E+00   .9999999 -.0002699  .0000182
T 2205 28 .1671082E+10   5038716E-02 -.5516E+01  .1684E+01   .9999997 -.0007783 -.0002388
T 2206 28 .1671022E+10   5015823E-02  .9987E+01  .8563E+01   .9999999  .0003364  .0002392
T 2207 28 .1671340E+10   5026371E-02 -.3399E+01 -.2476E+01   .9999999 -.0001263 -.0000289
T 2208 28 .1670595E+10   5006136E-02 -.3578E+00  .4851E+01   .9999999 -.0001836  .0001657
T 2209 28 .1671218E+10   5018943E-02  .6686E+01 -.1230E+02   .9999999  .0001906 -.0003755
T 2210 28 .1671299E+10   5008803E-02  .1068E+01  .2759E+01   .9999999  .0001003  .0000960
T 2211 28 .1671768E+10   5031215E-02  .2825E+02  .8320E+01   .9999998  .0006319  .0000535
T 2212 28 .1671374E+10   5004922E-02 -.4934E+00  .1221E+02   .9999999 -.0001682  .0003982
T 2213 28 .1671262E+10   5014453E-02  .2113E+02  .4723E+02   .9999993  .0004051  .0011212
T 2214 28 .1671036E+10   5016276E-02 -.1472E+02 -.6684E+02   .9999983 -.0002761 -.0018149
T 2215 28 .1671486E+10   5014151E-02 -.7134E+01  .6349E+01   .9999998 -.0006851  .0001348
T 2216 28 .1671433E+10   5009042E-02 -.1023E+02  .9341E+01   .9999999 -.0001439  .0001213
T 2217 28 .1671370E+10   5018051E-02  .1930E+01 -.6276E+01   .9999999  .0002994 -.0004451
T 2218 28 .1671564E+10   5019006E-02  .6632E+01  .1367E+02   .9999999  .0001789  .0004113
T 2219 28 .1671144E+10   5015801E-02 -.2735E+01 -.1249E+02   .9999999 -.0001139 -.0004184
T 2220 28 .1670991E+10   5030677E-02 -.1504E+01 -.2677E+01   .9999999 -.0001543 -.0000944
T 2221 28 .1671257E+10   5004058E-02 -.1184E+00  .1841E+01   .9999999  .0001748  .0000391
T 2222 28 .1671682E+10   5037238E-02  .8618E+01  .2218E+00   .9999999  .0002649 -.0001036
T 2223 28 .1671362E+10   5026378E-02  .8986E+01 -.1323E+02   .9999998  .0002952 -.0004671
T 2224 28 .1671479E+10   5005129E-02 -.1649E+01  .3472E+01   .9999999  .0000131 -.0000081
T 2225 28 .1671134E+10   5001096E-02 -.5643E+01  .2331E+02   .9999997 -.0001093  .0007646
T 2226 28 .1671506E+10   5000951E-02  .1191E+02 -.1749E+01   .9999998  .0006166  .0000340
T 2227 28 .1671090E+10   5002702E-02 -.5444E+01 -.8989E+00   .9999999 -.0001895 -.0001133
T 2228 28 .1670395E+10   5001930E-02 -.6936E+01 -.5241E+01   .9999999 -.0003192 -.0002350
T 2229 28 .1670913E+10   5027393E-02  .7256E+01 -.1356E+01   .9999999  .0002252 -.0000141
T 2230 28 .1671377E+10   5006847E-02  .4485E+01 -.1982E+02   .9999999  .0000634 -.0005079
T 2231 28 .1670867E+10   5016138E-02  .1035E+02 -.4756E+01   .9999999  .0004618 -.0000766
T 2232 28 .1671193E+10   5001781E-02 -.6946E+01  .1913E+01   .9999999 -.0002470  .0000681
T 2233 28 .1670616E+10   5026703E-02  .9830E+01 -.1032E+02   .9999999  .0000997  .0000548
T 2234 28 .1670756E+10   5007151E-02 -.2079E+01  .1313E+01   .9999999  .0000604 -.0000271
T 2235 28 .1671317E+10   5021141E-02  .4924E+01 -.1587E+02   .9999999  .0003625 -.0003358
T 2236 28 .1671400E+10   5022474E-02  .3965E+01  .9114E+01   .9999999  .0002203  .0003045
T 2237 28 .1671288E+10   5006147E-02 -.7733E-01 -.9850E+01   .9999999 -.0001214 -.0003255
T 2238 28 .1670988E+10   5022574E-02  .9921E+01 -.8255E+01   .9999999  .0004500 -.0001896
T 2239 28 .1671057E+10   5011006E-02 -.1376E+02  .1916E+00   .9999999 -.0003737  .0000082
T 2240 28 .1671243E+10   5005789E-02  .2272E+01  .3836E+00   .9999999  .0002210 -.0000650
T 2241 28 .1670900E+10   5020675E-02  .2213E+01 -.2188E+01   .9999999  .0000225  .0000309
T 2242 28 .1671348E+10   5012545E-02  .6546E+01 -.4631E+01   .9999999  .0003977 -.0003261
T 2243 28 .1671244E+10   5001892E-02  .6219E+01  .2593E+01   .9999999  .0002002  .0001266
T 2244 28 .1671068E+10   5000616E-02  .2454E+01 -.1078E+02   .9999999  .0000121 -.0003199
T 2245 28 .1671050E+10   5014807E-02  .3573E+01 -.6947E+01   .9999999 -.0003181 -.0003647
T 2246 28 .1670822E+10   5009937E-02  .3703E+01  .2178E+01   .9999999  .0001671  .0000780
T 2247 28 .1671348E+10   5000785E-02 -.3930E+00  .7694E+01   .9999999 -.0001782  .0003233
T 2248 28 .1671105E+10   5022706E-02  .1051E+00 -.4458E+00   .9999999  .0001425 -.0000333
T 2249 28 .1671287E+10   5017430E-02  .3511E+01 -.4873E+01   .9999999  .0000485 -.0001421
T 2250 28 .1671229E+10   5018474E-02 -.6368E+01  .1825E+02   .9999996 -.0000367  .0009075
T 2251 28 .1670804E+10   5016466E-02  .7444E+01  .8380E+01   .9999998  .0003612  .0004255
T 2252 28 .1671376E+10   5015354E-02 -.1153E+01 -.6295E+00   .9999999 -.0003306 -.0001027
T 2253 28 .1671228E+10   5018273E-02 -.1527E+01  .5475E+00   .9999999  .0000817 -.0001960
T 2254 28 .1671145E+10   5008898E-02  .1103E+02  .6277E+01   .9999996  .0006536  .0005266
T 2255 28 .1671286E+10   5030002E-02  .5556E+01  .5136E+01   .9999999  .0004513  .0002329
T 2256 28 .1671259E+10   5001141E-02 -.8346E+01  .6994E+00   .9999999 -.0002350  .0000274
T 2257 28 .1671124E+10   5002520E-02 -.5253E+01  .2534E+01   .9999999 -.0004478  .0001078
T 2258 28 .1670754E+10   5022080E-02  .1017E+01  .4471E+01   .9999999  .0001364 -.0000229
T 2259 28 .1671017E+10   5007732E-02 -.3280E+01 -.5378E+01   .9999999 -.0001331 -.0002391
T 2260 28 .1671093E+10   5017534E-02 -.8044E+01 -.4427E+01   .9999999 -.0002263 -.0000331
T 2261 28 .1671494E+10   5028199E-02 -.2015E+01 -.1176E+01   .9999999  .0001212  .0001515
T 2262 28 .1671256E+10   5021284E-02 -.1935E+00  .2162E+01   .9999999  .0002260 -.0001829
T 2263 28 .1671217E+10   5002776E-02  .2910E+02 -.3778E+02   .9999989  .0009503 -.0011145
T 2264 28 .1671234E+10   5037302E-02 -.8408E+00  .1528E+02   .9999999  .0000927  .0005068
T 2265 28 .1670989E+10   5007424E-02  .9073E+00 -.7598E+01   .9999999 -.0000234 -.0003748
T 2266 28 .1671400E+10   5021905E-02  .4467E+00 -.9063E+01   .9999999  .0001137 -.0002614
T 2267 28 .1671279E+10   5007607E-02  .1701E+02 -.1142E+02   .9999998  .0005219 -.0002886
T 2268 28 .1670871E+10   5008726E-02 -.4777E+01  .1110E+02   .9999997 -.0004763  .0006761
T 2269 28 .1671047E+10   5001083E-02 -.1057E+01 -.7835E+00   .9999999  .0001693  .0003399
T 2270 28 .1671038E+10   5025153E-02  .1954E+01  .2300E+01   .9999999  .0000421  .0002310
T 2271 28 .1670986E+10   5005272E-02  .1271E+02 -.6656E+01   .9999997  .0006133 -.0004036
T 2272 28 .1671152E+10   5015206E-02  .9022E+01  .3000E+01   .9999999  .0003395 -.0000176
T 2273 28 .1671355E+10   5032949E-02  .7073E+00 -.7410E+00   .9999999  .0001907 -.0000865
T 2274 28 .1670789E+10   5009651E-02  .3548E+01 -.8111E+01   .9999999  .0001244 -.0003003
T 2275 28 .1670874E+10   5017553E-02 -.7022E+01 -.2417E+00   .9999999 -.0001651 -.0000422
T 2276 28 .1671216E+10   5020685E-02  .5669E+01  .3719E+01   .9999999  .0001147  .0000587
T 2277 28 .1671312E+10   5004026E-02 -.2217E+01 -.1704E+01   .9999999  .0000269  .0000803
T 2278 28 .1671107E+10   5002075E-02 -.3003E+01 -.6650E+01   .9999999  .0000332 -.0002493
T 2279 28 .1671520E+10   5010043E-02  .9418E+01 -.5694E+01   .9999999  .0001265 -.0003789
T 2280 28 .1670762E+10   5045260E-02 -.3778E+00  .6258E+00   .9999999  .0000137  .0001444
T 2281 28 .1670866E+10   5042812E-02 -.1639E+01 -.4857E+01   .9999999  .0000266 -.0000286
T 2282 28 .1671199E+10   5034575E-02 -.6192E+01  .1095E+01   .9999999 -.0000572 -.0001707
T 2283 28 .1671080E+10   5010660E-02  .4484E+01  .5443E+01   .9999999 -.0001584  .0003107
T 2284 28 .1670947E+10   5018485E-02 -.8394E+01  .8180E+01   .9999999 -.0003702  .0002124
T 2285 28 .1670917E+10   5037849E-02 -.2515E+01 -.2411E+01   .9999999 -.0001727 -.0000651
T 2286 28 .1670995E+10   5014881E-02  .3958E+00  .2361E+01   .9999999 -.0000303  .0000304
T 2287 28 .1671033E+10   5035631E-02  .8188E+00  .8389E+01   .9999999  .0000346  .0003209
T 2288 28 .1671085E+10   5010839E-02 -.4222E+01 -.3219E+01   .9999999 -.0003566 -.0002643
T 2289 28 .1671358E+10   5048607E-02  .7945E+01  .1118E+02   .9999999  .0001545  .0004015
T 2290 28 .1670989E+10   5039604E-02  .5516E+01 -.6552E+01   .9999999  .0001445 -.0001438
T 2291 28 .1671507E+10   5034973E-02  .3953E+01 -.3791E+01   .9999999  .0000796 -.0001204
T 2292 28 .1671092E+10   5001532E-02  .9121E+01 -.1292E+02   .9999997  .0003845 -.0007061
T 2293 28 .1670981E+10   5010254E-02  .3682E+01  .2056E+01   .9999999 -.0000436  .0000022
T 2294 28 .1671142E+10   5016915E-02 -.9466E+01  .3925E+01   .9999998 -.0005229  .0002049
T 2295 28 .1671229E+10   5025640E-02  .3242E+01 -.5750E+01   .9999999  .0000306 -.0001127
T 2296 28 .1670979E+10   5008290E-02 -.5555E+01  .2704E+00   .9999999 -.0000395  .0000100
T 2297 28 .1670982E+10   5004085E-02 -.7973E+01  .5017E+00   .9999999 -.0004265 -.0000472
T 2298 28 .1671132E+10   5033486E-02  .4274E+01  .9088E+01   .9999998  .0002342  .0005359
T 2299 28 .1670934E+10   5015308E-02 -.1480E+02  .3426E+01   .9999999 -.0004486  .0000465
T 2300 28 .1670846E+10   5010832E-02  .6771E+00 -.5296E+01   .9999999  .0001375 -.0002956
T 2301 28 .1671084E+10   5028690E-02 -.5298E+01 -.4663E+01   .9999999 -.0000780  .0000030
T 2302 28 .1671378E+10   5020616E-02 -.7339E+01  .9854E+01   .9999997 -.0004678  .0006367
T 2303 28 .1670921E+10   5027627E-02  .1891E+00  .1002E+01   .9999999  .0001049  .0001454
T 2304 28 .1671233E+10   5031248E-02 -.9095E+01  .7462E+01   .9999998 -.0001053  .0006588
T 2305 28 .1671128E+10   5005891E-02 -.1461E+01  .2332E+01   .9999999 -.0000020  .0000255
T 2306 28 .1671018E+10   5012997E-02  .2934E+01  .2770E+00   .9999999  .0001875  .0000620
T 2307 28 .1670887E+10   5012938E-02 -.1009E+02 -.7861E+00   .9999999 -.0002862  .0000739
T 2308 28 .1671170E+10   5024907E-02 -.3245E+02 -.2340E+01   .9999994 -.0010601 -.0000979
T 2309 28 .1671391E+10   5008252E-02  .1455E+02 -.3506E+01   .9999999 -.0000534  .0000199
T 2310 28 .1670966E+10   5022820E-02 -.4143E+00 -.9775E+01   .9999999 -.0001104 -.0001952
T 2311 28 .1671461E+10   5012571E-02 -.6124E+01 -.4053E+01   .9999999 -.0001193 -.0000776
T 2312 28 .1671248E+10   5024861E-02 -.1265E+01 -.7000E+01   .9999999  .0001872 -.0002014
T 2313 28 .1670902E+10   5014601E-02 -.5817E+01 -.2859E+01   .9999999 -.0002553 -.0000125
T 2314 28 .1671207E+10   5002140E-02 -.7256E+00 -.2583E+01   .9999999 -.0000124 -.0000134
T 2315 28 .1671224E+10   5009404E-02 -.5542E+01 -.8749E+01   .9999998 -.0005442 -.0002330
T 2316 28 .1671106E+10   5027893E-02  .8385E+01 -.8465E+01   .9999999  .0002731 -.0002098
T 2317 28 .1670926E+10   5015346E-02 -.8205E-01 -.7189E+01   .9999999  .0001500 -.0002266
T 2318 28 .1671286E+10   5011377E-02  .6559E+01  .2899E+01   .9999999  .0002144  .0000329
T 2319 28 .1670940E+10   5033828E-02  .9455E+01 -.1849E+00   .9999999  .0002013  .0000934
T 2320 28 .1671461E+10   5025147E-02 -.2274E+01 -.6245E+01   .9999999  .0000872  .0000421
T 2321 28 .1670981E+10   5033081E-02 -.4670E+01 -.7483E+00   .9999999 -.0001569  .0000435
T 2322 28 .1671013E+10   5003508E-02  .5011E+01  .3656E+01   .9999999  .0000743  .0000985
T 2323 28 .1671071E+10   5009695E-02 -.9184E+01 -.8839E+01   .9999999 -.0002497 -.0002479
T 2324 28 .1670996E+10   5017518E-02  .3100E+01 -.1240E+02   .9999999  .0000485 -.0003879
T 2325 28 .1671278E+10   5005152E-02 -.4150E+01  .3870E+01   .9999999 -.0002189  .0001825
T 2326 28 .1671277E+10   5006656E-02 -.8969E+01  .1420E+01   .9999999 -.0003261  .0002436
T 2327 28 .1671422E+10   5010514E-02 -.1411E+01  .9502E+01   .9999999  .0000553  .0001490
T 2328 28 .1671519E+10   5019020E-02 -.1398E+02 -.3941E+02   .9999995 -.0003449 -.0009867
T 2329 28 .1671068E+10   5010399E-02  .1617E+01 -.2206E+01   .9999999  .0002264 -.0001452
T 2330 28 .1671170E+10   5016537E-02 -.6917E+01  .8345E+01   .9999999 -.0001461  .0003452
T 2331 28 .1670851E+10   5011277E-02  .2567E+01  .9642E+01   .9999999  .0001097  .0001089
T 2332 28 .1671175E+10   5042188E-02  .1047E+02  .5371E+01   .9999999  .0002785  .0002798
T 2333 28 .1661005E+10   5008140E-02 -.2201E+03  .1260E+04   .9993358 -.0063525  .0358842
T 2334 28 .1671005E+10   5002699E-02 -.2067E+01 -.1070E+02   .9999999 -.0001685 -.0003976
T 2335 28 .1671334E+10   5004154E-02 -.2950E+00  .6392E+00   .9999999  .0000787  .0000422
T 2336 28 .1671133E+10   5005547E-02  .8617E+01 -.6558E+01   .9999999  .0002902 -.0002371
T 2337 28 .1671322E+10   5022476E-02  .2677E+01 -.2329E+02   .9999998 -.0000044 -.0006680
T 2338 28 .1671345E+10   5020086E-02 -.4224E+01 -.8531E+01   .9999999 -.0001419 -.0002105
T 2339 28 .1671052E+10   5009983E-02 -.1209E+02 -.9672E+01   .9999999 -.0001571 -.0002198
T 2340 28 .1670926E+10   5019280E-02  .4318E+01  .4218E+01   .9999999  .0001858  .0001698
T 2341 28 .1670849E+10   5008387E-02  .3043E+01 -.1551E+01   .9999999  .0001523 -.0000837
T 2342 28 .1671130E+10   5021915E-02  .4300E+02 -.9839E+02   .9999967  .0009504 -.0023875
T 2343 28 .1670966E+10   5004755E-02  .5122E+01 -.5648E+01   .9999999  .0002337 -.0001733
T 2344 28 .1671105E+10   5030115E-02  .1332E+02  .2044E+00   .9999999  .0005360  .0000044
T 2345 28 .1671231E+10   5004270E-02 -.2436E+02  .4750E+01   .9999998 -.0006812  .0001536
T 2346 28 .1671417E+10   5002781E-02  .1615E+01 -.5977E+00   .9999999 -.0000022  .0001242
T 2347 28 .1671176E+10   5010652E-02  .1050E+01  .3711E+01   .9999999  .0002162 -.0000077
T 2348 28 .1671295E+10   5019920E-02 -.1812E+01  .1783E+01   .9999999  .0000473  .0000316
T 2349 28 .1671028E+10   5007958E-02 -.1111E+02 -.6455E+01   .9999998 -.0004511 -.0003392
T 2350 28 .1671185E+10   5036044E-02 -.3846E+01 -.7982E+01   .9999999 -.0001266 -.0002279
T 2351 28 .1670710E+10   5043198E-02 -.9816E+01  .5491E+00   .9999999 -.0003776  .0000959
T 2352 28 .1671004E+10   5003239E-02  .5319E-01 -.9869E+00   .9999999  .0000091 -.0000669
T 2353 28 .1671084E+10   5013432E-02 -.1241E+02 -.1135E+02   .9999999 -.0003165 -.0004073
T 2354 28 .1670815E+10   5021308E-02 -.8870E+00 -.9912E+01   .9999998 -.0005758 -.0001522
T 2355 28 .1671098E+10   5032623E-02 -.3402E+01 -.1086E+02   .9999999 -.0001336 -.0000753
T 2356 28 .1671247E+10   5001653E-02  .5929E+01  .1923E+01   .9999999  .0000637  .0000703
T 2357 28 .1671012E+10   5025420E-02  .1211E+01  .9364E+01   .9999999  .0000759  .0004171
T 2358 28 .1671338E+10   5021191E-02 -.6632E+01  .1585E+02   .9999999 -.0001129  .0005022
T 2359 28 .1671180E+10   5012336E-02  .4141E+00  .3778E+01   .9999999 -.0000517  .0002178
T 2360 28 .1671036E+10   5024683E-02 -.9646E+01  .1499E+01   .9999999 -.0004546 -.0001567
T 2361 28 .1671368E+10   5012213E-02 -.2937E+01 -.1764E+02   .9999999 -.0002399 -.0004014
T 2362 28 .1671413E+10   5001300E-02 -.9319E+01 -.1350E+01   .9999999 -.0002858 -.0000378
T 2363 28 .1670936E+10   5030230E-02  .1113E+02 -.2362E+01   .9999999  .0003879 -.0000205
T 2364 28 .1671131E+10   5036803E-02  .1861E+00  .6612E+01   .9999999 -.0000236  .0003589
T 2365 28 .1671236E+10   5008548E-02 -.2444E+01  .4818E+01   .9999999 -.0003532  .0001723
T 2366 28 .1670922E+10   5022445E-02 -.1395E+01  .3019E+01   .9999999 -.0001295  .0001113
T 2367 28 .1671255E+10   5020224E-02 -.1906E+01 -.8331E+01   .9999999  .0000011 -.0003461
T 2368 28 .1671425E+10   5034746E-02 -.2591E+01 -.4679E+00   .9999999 -.0000609 -.0000963
T 2369 28 .1670798E+10   5005290E-02  .5876E+01 -.8365E+01   .9999999  .0000803 -.0004732
T 2370 28 .1671185E+10   5019898E-02  .7413E+01 -.2444E+01   .9999999  .0002361 -.0000191
T 2371 28 .1671406E+10   5007684E-02 -.4123E+01  .4815E+01   .9999999  .0000254  .0001549
T 2372 28 .1671502E+10   5000679E-02 -.3919E+01 -.4769E+01   .9999999 -.0000824 -.0001664
T 2373 28 .1671022E+10   5038434E-02 -.6663E+01  .7808E+01   .9999999 -.0002562  .0002832
T 2374 28 .1671473E+10   5008094E-02  .1148E+01  .2657E+01   .9999999  .0000316  .0002239
T 2375 28 .1671470E+10   5024879E-02 -.3234E+01 -.7911E+01   .9999999  .0000142 -.0003645
T 2376 28 .1671105E+10   5005430E-02 -.8704E+01  .1118E+02   .9999998 -.0004496  .0005358
T 2377 28 .1671530E+10   5017629E-02  .1165E+02 -.5368E+01   .9999999  .0003641 -.0000573
T 2378 28 .1671286E+10   5023762E-02 -.1547E+01 -.1721E+01   .9999999 -.0001889 -.0002593
T 2379 28 .1670863E+10   5041562E-02 -.6203E+01  .1520E+02   .9999998 -.0002927  .0005501
T 2380 28 .1670714E+10   5017779E-02  .1525E+02 -.2830E+01   .9999999  .0002757  .0000857
T 2381 28 .1671769E+10   5036806E-02 -.9926E-01  .9879E+00   .9999999  .0000517  .0000111
T 2382 28 .1670864E+10   5023509E-02 -.4798E+01  .6318E+01   .9999999 -.0001927  .0001254
T 2383 28 .1671390E+10   5035112E-02  .1069E+02 -.3780E+01   .9999999  .0004273  .0000197
T 2384 28 .1671314E+10   5018972E-02  .3601E+01  .6260E+01   .9999999  .0003242  .0002208
T 2385 28 .1671005E+10   5000492E-02 -.1762E+01  .2394E+01   .9999999 -.0000587  .0002509
T 2386 28 .1671313E+10   5028848E-02 -.1830E+00 -.2871E+01   .9999999  .0001047 -.0002540
T 2387 28 .1671218E+10   5015525E-02 -.3776E+01  .1947E+01   .9999999 -.0001909 -.0000110
T 2388 28 .1671390E+10   5010152E-02  .9456E+00  .3449E+01   .9999999  .0000867  .0003246
T 2389 28 .1670953E+10   5033733E-02 -.1349E+01 -.1956E+01   .9999999 -.0000675 -.0002719
T 2390 28 .1671307E+10   5016431E-02  .1852E+01  .7336E+01   .9999999  .0001216  .0001720
T 2391 28 .1671492E+10   5020164E-02  .2539E+01  .5645E+01   .9999999 -.0000666  .0000623
T 2392 28 .1670884E+10   5001057E-02 -.1317E+01 -.8845E+00   .9999999 -.0001717 -.0000512
T 2393 28 .1671153E+10   5001353E-02 -.1447E+02 -.7364E+01   .9999999 -.0004567 -.0002345
T 2394 28 .1670873E+10   5020602E-02 -.7467E+01  .2277E+01   .9999999 -.0001936  .0003428
T 2395 28 .1671504E+10   5011078E-02 -.6122E+00  .7098E+01   .9999999 -.0000717  .0002193
T 2396 28 .1671326E+10   5001844E-02 -.4592E+02 -.7280E+02   .9999968 -.0010745 -.0022835
T 2397 28 .1671073E+10   5011009E-02  .3430E+01 -.1947E+01   .9999999  .0001513  .0000630
T 2398 28 .1671187E+10   5033775E-02  .4189E+00  .4113E+01   .9999999  .0000939  .0001061
T 2399 28 .1671434E+10   5008230E-02  .2571E+01 -.8197E+01   .9999999  .0001154 -.0002206
T 2400 28 .1671046E+10   5018381E-02  .1044E+02 -.2716E+01   .9999999  .0003688  .0000124
T 2401 28 .1671176E+10   5029204E-02  .7321E+01  .9016E+01   .9999997  .0004053  .0006510
T 2402 28 .1671472E+10   5002175E-02  .3406E+01  .1489E+01   .9999999  .0001198  .0000987
