============================== SRIM-2006.02 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ni(1.68 GeV) ==> Mylar(  5 um) ============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5536 28 .1670936E+10   5030296E-02  .8530E+01  .1047E+02   .9999999  .0003267  .0002747
T 5537 28 .1670966E+10   5001937E-02  .1895E+01 -.9832E+00   .9999999  .0001355 -.0000712
T 5538 28 .1671003E+10   5040084E-02 -.5638E+01 -.3264E+01   .9999999 -.0002203  .0000701
T 5539 28 .1671156E+10   5014810E-02  .2914E+01  .1439E+02   .9999998  .0000804  .0006082
T 5540 28 .1671351E+10   5008188E-02  .2467E+01  .5522E+00   .9999999  .0001276  .0001007
T 5541 28 .1671300E+10   5024419E-02  .1318E+02 -.6303E+01   .9999999  .0003457 -.0000782
T 5542 28 .1671074E+10   5043431E-02  .1732E+01  .5073E+00   .9999999 -.0000902 -.0000717
T 5543 28 .1671774E+10   5014486E-02 -.8388E+01  .8074E+00   .9999999 -.0001836  .0001183
T 5544 28 .1671319E+10   5003949E-02 -.1523E+00 -.1009E+02   .9999999  .0001371 -.0002569
T 5545 28 .1671009E+10   5004753E-02 -.2395E+01 -.1494E+01   .9999999 -.0001482 -.0001403
T 5546 28 .1671241E+10   5006125E-02  .1894E+02  .5847E+01   .9999999  .0003799  .0001527
T 5547 28 .1671284E+10   5006752E-02  .4463E+01  .1310E+01   .9999999  .0003468 -.0001351
T 5548 28 .1671165E+10   5016653E-02  .3938E+01 -.1327E+01   .9999999 -.0001720 -.0000262
T 5549 28 .1671850E+10   5001622E-02 -.5558E+01 -.5925E+01   .9999999 -.0001941 -.0000320
T 5550 28 .1671475E+10   5015777E-02 -.2221E+02  .1579E+01   .9999998 -.0006992  .0000589
T 5551 28 .1671052E+10   5005325E-02 -.2229E+01 -.5358E+01   .9999999  .0000858  .0000054
T 5552 28 .1670971E+10   5011461E-02  .6419E+01 -.1141E+01   .9999999  .0004769 -.0001135
T 5553 28 .1671163E+10   5031705E-02  .3250E+01 -.1775E+01   .9999999  .0002082  .0000554
T 5554 28 .1671053E+10   5016417E-02 -.1262E+02  .2515E+01   .9999999 -.0004090  .0002683
T 5555 28 .1671259E+10   5030396E-02  .2367E+01 -.1272E+01   .9999999 -.0000477 -.0000058
T 5556 28 .1671059E+10   5032165E-02 -.7391E+00 -.1845E+01   .9999999  .0000348  .0000646
T 5557 28 .1671412E+10   5007211E-02 -.1080E+02 -.1296E+02   .9999997 -.0006959 -.0004616
T 5558 28 .1671246E+10   5040097E-02  .2443E+01 -.1132E+02   .9999999  .0000126 -.0002944
T 5559 28 .1671623E+10   5020837E-02  .2442E+01 -.6157E+01   .9999999  .0002638 -.0001584
T 5560 28 .1671193E+10   5015150E-02 -.1497E+02  .7350E+00   .9999999 -.0003173 -.0000147
T 5561 28 .1670741E+10   5007479E-02  .1020E+01  .6833E+00   .9999999 -.0000023  .0001038
T 5562 28 .1670947E+10   5000820E-02 -.5018E+01 -.5152E+01   .9999999 -.0000780 -.0001679
T 5563 28 .1671403E+10   5007610E-02  .4761E+01  .9810E+01   .9999999  .0000809  .0003114
T 5564 28 .1670857E+10   5017771E-02 -.5628E+01  .1115E+00   .9999999 -.0002726  .0001486
T 5565 28 .1671283E+10   5039457E-02  .5060E+01  .1035E+02   .9999999  .0002024  .0003727
T 5566 28 .1671185E+10   5000695E-02 -.8520E+01  .4312E+01   .9999999 -.0001722  .0000395
T 5567 28 .1671302E+10   5018000E-02  .6783E+01  .6851E+01   .9999999  .0002872  .0002278
T 5568 28 .1671169E+10   5004769E-02  .1722E+01  .1689E+02   .9999998  .0001013  .0006135
T 5569 28 .1671210E+10   5001468E-02  .9398E+00 -.9985E+00   .9999999  .0000038  .0000699
T 5570 28 .1671038E+10   5004517E-02  .7482E+01 -.3011E+01   .9999999  .0004189 -.0000606
T 5571 28 .1670965E+10   5004919E-02 -.1638E+02  .1222E+02   .9999999 -.0004946  .0001708
T 5572 28 .1671267E+10   5006606E-02 -.3495E+02 -.3643E+02   .9999979 -.0013956 -.0014901
T 5573 28 .1670889E+10   5015883E-02  .1748E+01 -.7514E+01   .9999999 -.0001251 -.0001506
T 5574 28 .1671140E+10   5033598E-02 -.7260E+01  .4460E+00   .9999999 -.0002321  .0000848
T 5575 28 .1671094E+10   5001687E-02  .2379E+01  .1669E+02   .9999999  .0002508  .0003962
T 5576 28 .1671004E+10   5021644E-02 -.1374E+01 -.7616E-01   .9999999 -.0000858  .0000120
T 5577 28 .1671278E+10   5007078E-02  .4478E+01 -.3604E+00   .9999999  .0001337 -.0001408
T 5578 28 .1671089E+10   5013494E-02 -.1663E+02 -.4707E+01   .9999997 -.0007568  .0000000
T 5579 28 .1670861E+10   5023127E-02  .4160E+01 -.8828E+00   .9999999  .0002896  .0000027
T 5580 28 .1670959E+10   5018789E-02  .1429E+01  .3990E+01   .9999999  .0000133  .0001819
T 5581 28 .1670631E+10   5041403E-02 -.4517E+01  .2351E+01   .9999999 -.0001061 -.0000521
T 5582 28 .1671448E+10   5031087E-02 -.1478E+01 -.1026E+02   .9999999  .0000932 -.0004293
T 5583 28 .1671070E+10   5005504E-02  .1030E+02  .5696E+01   .9999999  .0002977  .0002347
T 5584 28 .1670905E+10   5013894E-02 -.6230E+01  .6243E+00   .9999999 -.0001380  .0000939
T 5585 28 .1671026E+10   5013303E-02 -.1192E+02 -.2520E+01   .9999999 -.0005291 -.0001211
T 5586 28 .1671222E+10   5016042E-02 -.3157E+01 -.3022E+00   .9999999 -.0001060  .0000508
T 5587 28 .1671020E+10   5035143E-02 -.1615E+01  .1011E+02   .9999999 -.0000602 -.0001282
T 5588 28 .1671016E+10   5012856E-02 -.3049E+01  .2986E+00   .9999999 -.0000228 -.0000081
T 5589 28 .1671398E+10   5006874E-02 -.1153E+02  .7583E+01   .9999998 -.0005032  .0002381
T 5590 28 .1670922E+10   5001957E-02  .7369E+00  .6407E+01   .9999999  .0000910  .0002781
T 5591 28 .1671112E+10   5030611E-02  .3122E+00 -.6516E+01   .9999999 -.0000500 -.0002475
T 5592 28 .1671337E+10   5018649E-02  .1657E+01 -.9699E+01   .9999996 -.0002964 -.0008511
T 5593 28 .1671069E+10   5004009E-02 -.5675E+01  .7246E+00   .9999999 -.0001385  .0001130
T 5594 28 .1671193E+10   5008065E-02 -.5856E+01  .1407E+01   .9999999 -.0003000  .0002558
T 5595 28 .1671084E+10   5035288E-02  .8034E+00  .2540E+01   .9999999  .0000496  .0002142
T 5596 28 .1671107E+10   5012860E-02 -.1542E+00  .1358E+02   .9999998  .0000158  .0006713
T 5597 28 .1671238E+10   5008531E-02 -.8491E+01  .2347E+02   .9999995 -.0003793  .0008769
T 5598 28 .1670737E+10   5012535E-02 -.6459E+01 -.5710E+01   .9999999 -.0002976 -.0001346
T 5599 28 .1670771E+10   5035576E-02  .7064E+01 -.4142E+01   .9999999  .0001244 -.0000819
T 5600 28 .1671218E+10   5009008E-02 -.3550E+01  .4316E+01   .9999999  .0000817 -.0000215
T 5601 28 .1671186E+10   5035172E-02  .1289E+02 -.9265E+01   .9999999  .0004209 -.0002331
T 5602 28 .1670930E+10   5039873E-02 -.4119E+01  .5619E+00   .9999999  .0000090  .0000402
T 5603 28 .1671038E+10   5026907E-02  .3329E+01 -.7858E+01   .9999999  .0001387 -.0002449
T 5604 28 .1671289E+10   5017658E-02  .2818E+01 -.3474E+01   .9999999  .0001079 -.0001059
T 5605 28 .1671179E+10   5018649E-02  .1077E+01 -.1737E+01   .9999999 -.0000333 -.0000113
T 5606 28 .1670994E+10   5018335E-02  .3877E+00 -.1135E+02   .9999999  .0000053 -.0004733
T 5607 28 .1670780E+10   5038911E-02 -.3793E+01 -.3981E+01   .9999999 -.0002412 -.0000760
T 5608 28 .1671229E+10   5020082E-02  .2296E+01  .6092E+01   .9999999  .0000593  .0001687
T 5609 28 .1671022E+10   5013068E-02 -.2852E+01  .1295E+01   .9999999 -.0002553 -.0000529
T 5610 28 .1671160E+10   5005888E-02 -.1117E+00 -.5489E+01   .9999999  .0000961 -.0000115
T 5611 28 .1671260E+10   5007275E-02 -.1709E+01  .4370E+01   .9999999 -.0001428  .0001458
T 5612 28 .1670827E+10   5026858E-02 -.6402E+01 -.7091E+01   .9999999 -.0002034 -.0002150
T 5613 28 .1671134E+10   5015267E-02 -.7003E+00  .7305E+01   .9999999  .0000172  .0003412
T 5614 28 .1670923E+10   5034075E-02 -.1039E+01 -.1498E+01   .9999999 -.0000957 -.0000961
T 5615 28 .1671223E+10   5034975E-02  .5605E+01 -.1196E+01   .9999999  .0004546 -.0002092
T 5616 28 .1670946E+10   5006448E-02 -.9607E+01 -.1701E+01   .9999999 -.0001379 -.0000087
T 5617 28 .1670743E+10   5007805E-02  .1913E+01  .4688E+00   .9999999 -.0000450  .0001974
T 5618 28 .1671328E+10   5002339E-02 -.5574E+00  .7005E+01   .9999999  .0000290  .0001845
T 5619 28 .1671179E+10   5001047E-02  .1376E+02 -.1425E+02   .9999999  .0003760 -.0002481
T 5620 28 .1671025E+10   5039046E-02  .5971E+00  .4671E+01   .9999999 -.0000948  .0001049
T 5621 28 .1671181E+10   5011819E-02  .1791E+01 -.2248E+01   .9999999  .0000639 -.0000673
T 5622 28 .1671157E+10   5014782E-02 -.4473E+01 -.8821E+01   .9999999 -.0000976 -.0002278
T 5623 28 .1671340E+10   5009756E-02  .3420E+01 -.3679E+00   .9999999  .0000629 -.0001918
T 5624 28 .1671095E+10   5001036E-02  .2204E+00  .8635E+01   .9999999  .0001419  .0001449
T 5625 28 .1671172E+10   5024427E-02  .5774E+01 -.4614E+01   .9999999  .0002431 -.0002058
T 5626 28 .1671156E+10   5003777E-02 -.6309E+00  .2720E+00   .9999999 -.0000491 -.0000693
T 5627 28 .1671305E+10   5010392E-02 -.5601E+01 -.1061E+02   .9999998 -.0005698  .0000507
T 5628 28 .1670812E+10   5010127E-02 -.1065E+02  .3250E+01   .9999999 -.0002888  .0001207
T 5629 28 .1671425E+10   5008094E-02 -.4300E+01  .1782E+02   .9999997 -.0001978  .0006966
T 5630 28 .1671213E+10   5027167E-02  .1286E+02 -.1550E+01   .9999998  .0005458 -.0002110
T 5631 28 .1670952E+10   5033735E-02  .7044E+01  .6661E+01   .9999999  .0004196  .0002383
T 5632 28 .1671536E+10   5001948E-02 -.5392E+01 -.5167E+01   .9999999 -.0002999 -.0004086
T 5633 28 .1670905E+10   5025625E-02  .2119E+01  .8735E+00   .9999999 -.0001505 -.0001950
T 5634 28 .1671085E+10   5009890E-02  .6032E+01 -.1503E+01   .9999999  .0003482 -.0000600
T 5635 28 .1671255E+10   5032469E-02  .6138E+01  .2105E+01   .9999999  .0001492  .0002357
T 5636 28 .1670759E+10   5016982E-02 -.8855E+00 -.6293E+01   .9999999 -.0000948 -.0002655
T 5637 28 .1670977E+10   5003672E-02 -.4093E+00  .5622E+01   .9999999 -.0000217  .0000971
T 5638 28 .1671212E+10   5010826E-02 -.1239E+02 -.9883E+01   .9999999 -.0001579 -.0001509
T 5639 28 .1671222E+10   5012873E-02  .1105E+02  .1225E+02   .9999999  .0001699  .0002402
T 5640 28 .1671030E+10   5038830E-02 -.1469E+02 -.3006E+01   .9999999 -.0002574  .0001287
T 5641 28 .1671294E+10   5029246E-02  .2832E+02 -.4853E+00   .9999993  .0009709  .0006113
T 5642 28 .1670907E+10   5022176E-02  .1126E+02 -.6818E+01   .9999999  .0001399 -.0002435
T 5643 28 .1670969E+10   5018227E-02  .3834E+01 -.4295E+01   .9999999  .0000447 -.0000917
T 5644 28 .1671104E+10   5001726E-02 -.3038E+02 -.6823E+01   .9999997 -.0007771 -.0001927
T 5645 28 .1671190E+10   5000794E-02  .3454E+01  .2169E+01   .9999999  .0001413  .0000977
T 5646 28 .1671373E+10   5010325E-02 -.5098E+01 -.2079E+01   .9999999 -.0003252 -.0002530
T 5647 28 .1671027E+10   5003840E-02 -.1328E+01  .1368E+02   .9999999 -.0001129  .0004864
T 5648 28 .1671183E+10   5016171E-02 -.3126E+01 -.1424E+01   .9999999 -.0000795 -.0000721
T 5649 28 .1671299E+10   5009622E-02  .2675E+02  .1988E+02   .9999996  .0008263  .0003861
T 5650 28 .1671219E+10   5021536E-02 -.3268E+01 -.6731E+01   .9999999 -.0000427 -.0003387
T 5651 28 .1671257E+10   5024282E-02  .1995E+02  .2101E+02   .9999998  .0004429  .0003879
T 5652 28 .1671420E+10   5006214E-02 -.3821E+01  .9122E+01   .9999998 -.0001670  .0005219
T 5653 28 .1671169E+10   5020626E-02  .1083E+02  .2512E+01   .9999999  .0002107  .0001255
T 5654 28 .1671247E+10   5024397E-02 -.6717E+01  .1763E+02   .9999994 -.0002702  .0010663
T 5655 28 .1671106E+10   5010003E-02 -.3133E+01 -.6585E+01   .9999999  .0000123 -.0001430
T 5656 28 .1670930E+10   5011149E-02  .2105E+02  .1139E+02   .9999998  .0005998  .0003170
T 5657 28 .1671343E+10   5002308E-02  .5584E+01 -.4264E+01   .9999999 -.0000950 -.0003968
T 5658 28 .1671381E+10   5021424E-02 -.4550E+00 -.5703E+01   .9999999 -.0001207  .0000776
T 5659 28 .1671441E+10   5019302E-02 -.2530E+01  .4636E+01   .9999999 -.0002477  .0002618
T 5660 28 .1671318E+10   5023273E-02 -.2678E+01  .4300E+01   .9999999 -.0000097  .0002199
T 5661 28 .1671442E+10   5020046E-02  .4985E+01  .5979E+01   .9999999  .0003032  .0002740
T 5662 28 .1671449E+10   5014005E-02 -.6481E+00 -.2739E+01   .9999999  .0000269 -.0000824
T 5663 28 .1671125E+10   5034673E-02  .1615E+01 -.1728E+02   .9999999 -.0000714 -.0003077
T 5664 28 .1671013E+10   5016296E-02 -.1976E+01 -.4540E+01   .9999999 -.0001290 -.0001967
T 5665 28 .1671559E+10   5001453E-02 -.2337E+01  .2156E+00   .9999999 -.0001329 -.0000043
T 5666 28 .1671081E+10   5007239E-02  .1441E+01 -.1083E+02   .9999999 -.0001169 -.0002798
T 5667 28 .1671321E+10   5000142E-02  .4085E+01 -.2511E+01   .9999999  .0001379  .0000163
T 5668 28 .1671028E+10   5015140E-02 -.2432E+01 -.4719E+01   .9999999  .0000391  .0000385
T 5669 28 .1671413E+10   5004589E-02  .1187E+01 -.5473E+00   .9999999  .0002165 -.0000328
T 5670 28 .1671245E+10   5009444E-02 -.8493E+01 -.4827E+01   .9999999 -.0001117 -.0001380
T 5671 28 .1670597E+10   5029570E-02 -.5868E+01 -.1435E+02   .9999998 -.0003262 -.0005221
T 5672 28 .1671496E+10   5008210E-02  .1645E+01  .3241E+01   .9999999  .0000567  .0000672
T 5673 28 .1671019E+10   5021099E-02 -.1187E+01 -.2107E+02   .9999995 -.0001737 -.0010070
T 5674 28 .1671528E+10   5003659E-02  .6622E+01 -.2301E+01   .9999997  .0006998 -.0002438
T 5675 28 .1671062E+10   5009867E-02 -.9408E+01 -.2670E+01   .9999999 -.0001814 -.0004509
T 5676 28 .1671209E+10   5013389E-02  .4724E+01  .6402E+01   .9999999  .0002440  .0000308
T 5677 28 .1671476E+10   5017186E-02  .9239E+00  .1528E+01   .9999999  .0001258  .0001168
T 5678 28 .1671192E+10   5006355E-02  .3525E+01  .3972E+01   .9999999  .0002237  .0000152
T 5679 28 .1670942E+10   5001802E-02  .3153E+01 -.3171E+01   .9999999 -.0000090  .0000260
T 5680 28 .1671315E+10   5009164E-02  .8207E+00  .2635E+02   .9999998  .0001549  .0006019
T 5681 28 .1670750E+10   5019903E-02  .4804E+00 -.2078E+02   .9999999 -.0000673 -.0004726
T 5682 28 .1671316E+10   5001575E-02 -.6892E+01 -.5260E+01   .9999999 -.0000053  .0001396
T 5683 28 .1671309E+10   5019050E-02  .1014E+00  .8425E+01   .9999999  .0000517  .0004310
T 5684 28 .1671227E+10   5003462E-02  .4184E+01 -.5966E+01   .9999999  .0003657 -.0001486
T 5685 28 .1670835E+10   5012845E-02  .2054E+01 -.8504E+01   .9999999 -.0001242 -.0000581
T 5686 28 .1671433E+10   5027953E-02  .5449E+01 -.6680E+01   .9999999  .0000326 -.0001452
T 5687 28 .1671019E+10   5005949E-02  .7926E+01  .1865E+00   .9999999  .0001947  .0000169
T 5688 28 .1671261E+10   5022073E-02 -.1092E+03 -.6978E+02   .9999946 -.0028778 -.0016015
T 5689 28 .1671448E+10   5008558E-02 -.4620E+01 -.6254E+01   .9999999 -.0003205 -.0003021
T 5690 28 .1670936E+10   5000251E-02 -.2469E+00  .3648E+01   .9999999  .0000335  .0001358
T 5691 28 .1671272E+10   5042009E-02 -.4362E+01  .4882E+01   .9999999 -.0002151  .0000376
T 5692 28 .1670886E+10   5011878E-02  .7772E+01 -.5549E+01   .9999999  .0002301 -.0001115
T 5693 28 .1671131E+10   5010050E-02  .1113E+00 -.7342E+00   .9999999  .0000400 -.0001013
T 5694 28 .1671310E+10   5022066E-02  .2311E+01  .1044E+02   .9999999 -.0000385  .0002992
T 5695 28 .1671212E+10   5005063E-02  .1058E+02  .3090E+00   .9999999  .0002631 -.0000233
T 5696 28 .1671020E+10   5034536E-02  .4734E+01  .6994E+01   .9999999  .0003629  .0001502
T 5697 28 .1671339E+10   5010983E-02  .4851E+00  .7129E+01   .9999999  .0001466  .0001616
T 5698 28 .1671637E+10   5009967E-02  .2302E+02  .5109E+02   .9999993  .0004129  .0011029
T 5699 28 .1671145E+10   5012429E-02 -.3496E+01  .1424E+01   .9999999  .0000101  .0002395
T 5700 28 .1670992E+10   5021221E-02 -.2161E+01  .1959E+01   .9999999 -.0001421  .0000434
T 5701 28 .1671245E+10   5008895E-02 -.9213E+01  .1032E+02   .9999999 -.0004152  .0003481
T 5702 28 .1670930E+10   5011252E-02  .1293E+01 -.3906E+01   .9999999  .0000956  .0000724
T 5703 28 .1671089E+10   5004620E-02 -.1512E+02 -.3815E+01   .9999998 -.0005649 -.0000761
T 5704 28 .1670824E+10   5019031E-02 -.1084E+02  .1333E+02   .9999999 -.0002773  .0002185
T 5705 28 .1670874E+10   5001533E-02  .5474E+01  .6149E+01   .9999999  .0000692  .0002933
T 5706 28 .1671401E+10   5006250E-02 -.1020E+02  .4720E+01   .9999999 -.0004337  .0002930
T 5707 28 .1671474E+10   5022596E-02 -.4529E+01 -.1408E+01   .9999999 -.0001809  .0003168
T 5708 28 .1671093E+10   5028414E-02  .8270E+01 -.3110E+01   .9999999  .0002259 -.0000392
T 5709 28 .1671078E+10   5005322E-02  .2246E+01  .9890E+01   .9999999 -.0000112  .0002194
T 5710 28 .1671533E+10   5000998E-02  .7393E+01  .4093E+01   .9999999  .0003968  .0000055
T 5711 28 .1670846E+10   5012523E-02 -.4054E+01 -.3952E+01   .9999999 -.0003349 -.0002809
T 5712 28 .1670933E+10   5007271E-02 -.4619E+01  .6337E+01   .9999999 -.0001974  .0001929
T 5713 28 .1671040E+10   5001590E-02 -.3970E+01 -.2075E+01   .9999999 -.0002133  .0001013
T 5714 28 .1671379E+10   5017940E-02 -.8334E+01  .6013E+01   .9999999 -.0002831  .0002318
T 5715 28 .1670997E+10   5000407E-02 -.7266E+01  .1042E+02   .9999999 -.0001418  .0003246
T 5716 28 .1671290E+10   5030467E-02  .2738E+02  .6306E+00   .9999998  .0006777 -.0000051
T 5717 28 .1671181E+10   5023895E-02  .5876E+01  .3218E+01   .9999999  .0002067  .0000672
T 5718 28 .1671143E+10   5038423E-02  .7249E+01 -.1724E+02   .9999996  .0005966 -.0006799
T 5719 28 .1671271E+10   5038933E-02 -.1142E+02 -.4457E+01   .9999998 -.0005804 -.0000975
T 5720 28 .1671302E+10   5016044E-02  .7760E+01  .6427E+01   .9999999  .0002145  .0002336
T 5721 28 .1670978E+10   5002407E-02  .1166E+01 -.4186E+01   .9999999 -.0000216 -.0000972
T 5722 28 .1671172E+10   5012969E-02  .8357E+01 -.8155E+01   .9999999  .0002285 -.0001467
T 5723 28 .1671110E+10   5028399E-02  .1623E+02  .7252E+01   .9999999  .0003950  .0000871
T 5724 28 .1671102E+10   5002037E-02 -.2094E+01  .2222E+01   .9999999 -.0000653 -.0000351
T 5725 28 .1670792E+10   5023245E-02 -.1641E+01  .1131E+02   .9999999  .0000159  .0003782
T 5726 28 .1670722E+10   5028604E-02 -.2905E+01  .3941E+01   .9999999 -.0000126  .0000521
T 5727 28 .1671586E+10   5006570E-02  .6307E+01  .2111E+01   .9999999  .0001148  .0000644
T 5728 28 .1670815E+10   5005448E-02  .3843E+01 -.1403E+02   .9999999  .0001132 -.0004189
T 5729 28 .1671276E+10   5000029E-02 -.3859E+01  .3527E+01   .9999999 -.0002077  .0000506
T 5730 28 .1671220E+10   5003135E-02 -.7286E+01  .7296E+01   .9999999 -.0002151  .0002378
T 5731 28 .1671053E+10   5021490E-02 -.6895E+00 -.1320E+01   .9999999 -.0000643 -.0000828
T 5732 28 .1671308E+10   5006081E-02  .4561E+00 -.5852E+01   .9999999  .0001033  .0001402
T 5733 28 .1671246E+10   5039683E-02 -.7641E+01 -.2345E+01   .9999999 -.0002678 -.0001058
T 5734 28 .1671147E+10   5007859E-02  .5795E+01 -.3258E+01   .9999999  .0001969  .0000055
T 5735 28 .1671218E+10   5022916E-02 -.1537E+01 -.1669E+01   .9999999 -.0001722 -.0000817
T 5736 28 .1670866E+10   5011032E-02 -.1981E+02 -.7866E+01   .9999997 -.0006469 -.0003131
T 5737 28 .1671203E+10   5033365E-02  .9125E+01 -.5363E+00   .9999999  .0001816 -.0001242
T 5738 28 .1671301E+10   5006299E-02  .4179E+01  .3446E+00   .9999999 -.0000094 -.0000263
T 5739 28 .1671342E+10   5026736E-02  .3205E+01  .2450E+01   .9999999  .0001934  .0000993
T 5740 28 .1671275E+10   5028533E-02  .3222E+01  .1255E+02   .9999999  .0000894  .0003327
T 5741 28 .1671016E+10   5010888E-02 -.9924E+01 -.3531E+01   .9999999 -.0004588 -.0001491
T 5742 28 .1671533E+10   5006508E-02 -.1483E+02 -.4678E+01   .9999999 -.0003814 -.0001435
T 5743 28 .1671427E+10   5030031E-02 -.2633E+01 -.2226E+02   .9999998 -.0003778 -.0004929
T 5744 28 .1671171E+10   5025226E-02  .1205E+02 -.1234E+02   .9999998  .0003942 -.0005326
T 5745 28 .1671276E+10   5028542E-02  .8739E+01  .6638E+01   .9999999  .0002650  .0001857
T 5746 28 .1671303E+10   5011321E-02  .1719E+02  .8928E+01   .9999998  .0005247  .0002620
T 5747 28 .1671262E+10   5005430E-02  .4181E+02 -.3556E+02   .9999988  .0009928 -.0012291
T 5748 28 .1671205E+10   5025691E-02 -.1193E+02  .5506E+01   .9999999 -.0003428  .0000730
T 5749 28 .1671039E+10   5000565E-02 -.1493E+01  .8649E+01   .9999999 -.0000360  .0003142
T 5750 28 .1671451E+10   5023755E-02  .8188E+01  .2010E+01   .9999999  .0002449  .0001439
T 5751 28 .1671085E+10   5007928E-02 -.4930E+01  .5840E+01   .9999999 -.0001488  .0002707
T 5752 28 .1671046E+10   5006966E-02  .2004E+01  .4454E+01   .9999999  .0001316 -.0001294
T 5753 28 .1671630E+10   5014179E-02 -.6595E+01  .4371E+01   .9999998 -.0005164  .0003239
T 5754 28 .1671127E+10   5028902E-02 -.1095E+01 -.3992E+00   .9999999  .0001255 -.0001426
T 5755 28 .1670748E+10   5005116E-02 -.3200E+01 -.2618E+01   .9999999 -.0000908 -.0001077
T 5756 28 .1671000E+10   5004835E-02 -.4730E+01  .1156E+02   .9999999 -.0002401  .0004603
T 5757 28 .1671268E+10   5020382E-02  .4895E+01  .6715E-01   .9999999  .0002690  .0001183
T 5758 28 .1671001E+10   5030319E-02  .8155E+01  .6334E+01   .9999999  .0003311  .0002553
T 5759 28 .1671101E+10   5016613E-02  .6441E+01  .1445E+02   .9999999  .0000768  .0003578
T 5760 28 .1671087E+10   5007970E-02  .3336E+02 -.2731E+02   .9999998  .0005144 -.0003908
T 5761 28 .1671241E+10   5026859E-02 -.8345E+01  .4408E+01   .9999999 -.0002366  .0000066
T 5762 28 .1670923E+10   5028634E-02 -.3379E+01  .9163E+01   .9999999 -.0000900  .0002337
T 5763 28 .1671038E+10   5026750E-02  .7743E+01  .3394E+01   .9999999  .0002826 -.0000619
T 5764 28 .1671354E+10   5002684E-02 -.4365E+01 -.8155E+01   .9999999 -.0000880 -.0001713
T 5765 28 .1671429E+10   5001272E-02  .2158E+00  .3109E+01   .9999999  .0000859 -.0000470
T 5766 28 .1670982E+10   5009897E-02 -.5206E+01 -.1585E+01   .9999999 -.0004511 -.0000094
T 5767 28 .1670870E+10   5019854E-02  .1011E+01  .8483E+00   .9999999  .0001011  .0001341
T 5768 28 .1671316E+10   5046874E-02  .2934E+01  .2474E+01   .9999999  .0000082  .0001502
T 5769 28 .1671257E+10   5029490E-02 -.1324E+02  .1358E+02   .9999998 -.0003864  .0004888
T 5770 28 .1671063E+10   5028899E-02  .6165E+01 -.3897E+01   .9999999  .0001808 -.0000363
T 5771 28 .1670956E+10   5005133E-02 -.4680E+01  .1514E+01   .9999999 -.0001524 -.0001308
T 5772 28 .1671369E+10   5026692E-02 -.3325E+00  .1193E+00   .9999999  .0002199 -.0001267
T 5773 28 .1671101E+10   5018939E-02  .7261E-01 -.1123E+02   .9999999  .0000117 -.0004637
T 5774 28 .1670958E+10   5010717E-02  .4520E+01  .3250E+01   .9999999  .0001331 -.0000662
T 5775 28 .1670973E+10   5017101E-02  .3087E+01  .2943E+00   .9999999  .0001336 -.0000848
T 5776 28 .1671167E+10   5023913E-02  .1570E+01  .1036E+02   .9999999  .0000289  .0003330
T 5777 28 .1671135E+10   5041791E-02 -.3206E+01  .2406E+01   .9999999 -.0001365 -.0001047
T 5778 28 .1671307E+10   5004525E-02  .4764E+01  .1500E+02   .9999997  .0003307  .0006335
T 5779 28 .1670935E+10   5036735E-02  .5036E+01 -.3432E+00   .9999999  .0000427  .0002124
T 5780 28 .1671039E+10   5002665E-02 -.1305E+02 -.5208E+01   .9999999 -.0003601  .0000046
T 5781 28 .1670994E+10   5026104E-02  .7035E+01 -.3009E+01   .9999999  .0002243 -.0000502
T 5782 28 .1671138E+10   5004115E-02 -.1203E+02  .3668E+01   .9999999 -.0005099  .0001049
T 5783 28 .1671197E+10   5022076E-02  .3065E+01 -.8320E+00   .9999999  .0000198 -.0001073
T 5784 28 .1671034E+10   5010570E-02  .1324E+01  .5325E+01   .9999999  .0001805  .0001633
T 5785 28 .1671025E+10   5024798E-02 -.1726E+01  .2552E+01   .9999999 -.0000034  .0000415
T 5786 28 .1671542E+10   5006086E-02 -.2483E+01  .2412E+01   .9999999 -.0002498  .0002296
T 5787 28 .1671028E+10   5031062E-02  .5337E+01 -.5925E+00   .9999999  .0002459 -.0001759
T 5788 28 .1670999E+10   5025147E-02 -.9918E+01 -.4451E+01   .9999997 -.0005881 -.0003993
T 5789 28 .1671213E+10   5018275E-02  .2078E+01  .4769E+01   .9999999  .0001056  .0002364
T 5790 28 .1671381E+10   5007824E-02  .1139E+02 -.6664E+01   .9999999  .0003315 -.0003336
T 5791 28 .1671212E+10   5008522E-02  .1246E+02  .1053E+02   .9999998  .0004810  .0002981
