============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.8 MeV) ==> Polyethylene( 7527 A) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6418  9 .1269682E+08   7528925E-03  .1211E+00 -.9877E+01   .9999938  .0008016 -.0034268
T 6419  9 .1268616E+08   7578657E-03 -.2454E+01 -.2244E+01   .9999980 -.0018034 -.0008551
T 6420  9 .1270026E+08   7557874E-03  .8010E+00  .5344E+01   .9999988  .0012268  .0009751
T 6421  9 .1268553E+08   7534438E-03 -.6055E+00  .1731E+02   .9999987 -.0008018  .0014239
T 6422  9 .1272214E+08   7550225E-03  .3893E+01  .1126E+02   .9999915  .0019756  .0036167
T 6423  9 .1266735E+08   7561736E-03  .4883E+01  .2597E+01   .9999999  .0000742  .0004044
T 6424  9 .1265767E+08   7534489E-03  .1862E+02  .2243E+01   .9999874  .0044862 -.0022335
T 6425  9 .1271325E+08   7572604E-03  .4241E+01  .1049E+02   .9999983  .0009785  .0015880
T 6426  9 .1269973E+08   7532061E-03  .2500E+01  .1395E+02   .9999901  .0018200  .0040632
T 6427  9 .1269483E+08   7577724E-03 -.6702E+01  .5319E+01   .9999982  .0016005  .0009963
T 6428  9 .1266560E+08   7541096E-03  .1468E+02  .1102E+02   .9999870  .0033885  .0038059
T 6429  9 .1267648E+08   7593836E-03  .6991E+01  .3537E+01   .9999970  .0013259  .0020428
T 6430  9 .1268106E+08   7539952E-03  .2481E+02 -.2728E+02   .9999606  .0065243 -.0060214
T 6431  9 .1267321E+08   7527264E-03 -.4204E+01 -.8138E+01   .9999945 -.0022345 -.0024622
T 6432  9 .1267728E+08   7536131E-03 -.1748E+02 -.5609E+01   .9999924 -.0027143 -.0027853
T 6433  9 .1266092E+08   7568678E-03 -.4154E+01 -.9648E+01   .9999957 -.0009094 -.0027793
T 6434  9 .1267823E+08   7551070E-03 -.7192E+01 -.2570E+01   .9999988 -.0015080  .0003431
T 6435  9 .1268028E+08   7541832E-03 -.5331E+01  .7224E+01   .9999961 -.0011349  .0025531
T 6436  9 .1270332E+08   7574577E-03 -.2453E+00  .1859E+02   .9999925 -.0007233  .0038039
T 6437  9 .1267379E+08   7567215E-03  .5477E+01  .1144E+02   .9999923  .0030307  .0024731
T 6438  9 .1268559E+08   7557396E-03 -.2129E+02  .1352E+02   .9999907 -.0034913  .0025353
T 6439  9 .1272459E+08   7568698E-03 -.5201E+02  .2295E+02   .9999490 -.0074989  .0067576
T 6440  9 .1272857E+08   7547000E-03 -.8440E+01 -.8760E+01   .9999974 -.0022391  .0003336
T 6441  9 .1272905E+08   7546343E-03  .1013E+02 -.7447E+01   .9999979  .0017200 -.0010970
T 6442  9 .1271075E+08   7556031E-03 -.9005E+00  .8541E+00   .9999996  .0007958 -.0003185
T 6443  9 .1268658E+08   7552740E-03 -.3767E+01  .4636E+01   .9999981  .0015593 -.0011313
T 6444  9 .1263768E+08   7544778E-03 -.1694E+02 -.1662E+02   .9999850 -.0021651 -.0050398
T 6445  9 .1270533E+08   7564056E-03 -.8334E+01  .9126E-01   .9999994  .0003336 -.0010818
T 6446  9 .1268880E+08   7540938E-03  .7959E+01  .4309E+01   .9999988  .0014543  .0005040
T 6447  9 .1269510E+08   7538968E-03  .1265E+02 -.4543E+01   .9999999 -.0003593  .0000499
T 6448  9 .1273510E+08   7587277E-03  .4112E+01  .1482E+01   .9999997 -.0004964  .0005251
T 6449  9 .1270588E+08   7529282E-03 -.5041E+01  .1247E+02   .9999941  .0019305  .0028493
T 6450  9 .1269912E+08   7570292E-03 -.2212E+02 -.1425E+02   .9999786 -.0046573 -.0046021
T 6451  9 .1264739E+08   7555944E-03 -.1280E+01 -.1724E+02   .9999974 -.0015784 -.0016640
T 6452  9 .1271063E+08   7554050E-03 -.3333E+01  .2505E+01   .9999972 -.0004059 -.0023481
T 6453  9 .1268832E+08   7533010E-03  .3698E+01 -.8015E+01   .9999976  .0004878 -.0021284
T 6454  9 .1268049E+08   7569104E-03 -.8077E+01  .9952E+01   .9999993 -.0007094  .0009571
T 6455  9 .1270446E+08   7538522E-03  .3953E+01 -.5438E+01   .9999992  .0004092 -.0011962
T 6456  9 .1269054E+08   7550807E-03  .5921E+01 -.1048E+02   .9999988 -.0008465 -.0012947
T 6457  9 .1269434E+08   7541200E-03 -.6484E+00  .5741E+01   .9999983  .0011906  .0014375
T 6458  9 .1267976E+08   7571382E-03  .5636E+00 -.1101E+02   .9999977  .0002254 -.0021489
T 6459  9 .1272291E+08   7562413E-03 -.1222E+02 -.6247E+01   .9999911 -.0041624 -.0006333
T 6460  9 .1264171E+08   7552512E-03  .4615E+01 -.2375E+00   .9999991  .0012600  .0004557
T 6461  9 .1268209E+08   7539929E-03  .1247E+01  .6389E+01   .9999989  .0010635  .0010290
T 6462  9 .1271162E+08   7552757E-03  .9636E+01 -.3553E+02   .9999559  .0061334  .0071155
T 6463  9 .1268284E+08   7533311E-03 -.3247E+01  .1989E+01   .9999908 -.0040298  .0014788
T 6464  9 .1268666E+08   7580828E-03 -.3276E+01 -.1129E+01   .9999980 -.0019515  .0004145
T 6465  9 .1266437E+08   7586297E-03 -.4897E+01  .4885E+01   .9999959 -.0028242  .0004778
T 6466  9 .1268667E+08   7534187E-03 -.4651E+01 -.6163E+01   .9999989 -.0014191 -.0004789
T 6467  9 .1270654E+08   7579094E-03 -.7880E+01  .8747E+01   .9999983 -.0012443  .0013350
T 6468  9 .1267199E+08   7527645E-03 -.5691E+00  .8909E+01   .9999968  .0013394  .0021241
T 6469  9 .1265920E+08   7582749E-03  .1432E+01  .4594E+01   .9999993  .0000542  .0011591
T 6470  9 .1271389E+08   7527241E-03 -.3624E+01 -.6018E+01   .9999946 -.0025464 -.0020731
T 6471  9 .1247507E+08   7537238E-03  .3368E+02 -.2130E+02   .9996000  .0257195 -.0117634
T 6472  9 .1264928E+08   7557145E-03  .1608E+01  .1082E+02   .9999970  .0019217  .0015414
T 6473  9 .1270452E+08   7569562E-03  .1757E+02  .4437E+00   .9999963  .0026469 -.0005452
T 6474  9 .1267000E+08   7580601E-03 -.1409E+01 -.1704E+01   .9999975 -.0021887  .0003762
T 6475  9 .1269526E+08   7555065E-03 -.1778E+02  .1970E+02   .9999929 -.0024503  .0028662
T 6476  9 .1268348E+08   7543530E-03  .2324E+01 -.1643E+01   .9999979  .0020548  .0001894
T 6477  9 .1267620E+08   7569661E-03 -.1097E+02 -.2131E+01   .9999986 -.0016644 -.0002333
T 6478  9 .1267272E+08   7556065E-03 -.8267E+01  .9445E+01   .9999944 -.0019290  .0027455
T 6479  9 .1270045E+08   7530667E-03  .1031E+02 -.4411E+01   .9999982  .0019104 -.0000363
T 6480  9 .1264157E+08   7533422E-03 -.6393E+01  .2311E+01   .9999959 -.0005554  .0027936
T 6481  9 .1267151E+08   7566629E-03  .2559E+02  .8877E+01   .9999863  .0043126  .0029520
T 6482  9 .1269160E+08   7584135E-03  .1094E+02 -.6884E+01   .9999933  .0010756 -.0034978
T 6483  9 .1268705E+08   7570940E-03  .5397E+00 -.1198E+02   .9999970 -.0000631 -.0024337
T 6484  9 .1267376E+08   7573600E-03  .1089E+02  .8902E+01   .9999968  .0018941  .0016830
T 6485  9 .1271127E+08   7582947E-03 -.3307E+01  .1087E+02   .9999986 -.0006740  .0015219
T 6486  9 .1269159E+08   7546649E-03 -.1479E+02  .9250E+00   .9999893 -.0045994 -.0005193
T 6487  9 .1265118E+08   7561537E-03 -.8229E+01 -.3660E+02   .9999696 -.0029130 -.0072334
T 6488  9 .1269234E+08   7577224E-03  .1973E+02 -.9960E+01   .9999851  .0054022 -.0008142
T 6489  9 .1269691E+08   7531612E-03  .6272E+01 -.1288E+02   .9999952  .0010835 -.0029114
T 6490  9 .1268501E+08   7554655E-03  .1595E+01  .7196E+01   .9999992  .0009611  .0007629
T 6491  9 .1264143E+08   7558464E-03  .2808E+01  .1973E+01   .9999982  .0013934  .0012538
T 6492  9 .1271000E+08   7549321E-03  .4628E+01 -.7026E+01   .9999946  .0032413 -.0005512
T 6493  9 .1266646E+08   7557664E-03 -.1244E+02  .6044E+00   .9999942 -.0032773  .0008849
T 6494  9 .1274274E+08   7530043E-03 -.7202E+00 -.4894E+01   .9999945 -.0020628 -.0025926
T 6495  9 .1266878E+08   7584044E-03 -.1093E+02  .8227E+01   .9999918 -.0035218  .0020039
T 6496  9 .1267351E+08   7553563E-03 -.2891E+01  .4871E+01   .9999972  .0003314  .0023287
T 6497  9 .1268441E+08   7540533E-03  .2235E+01 -.9342E+01   .9999999 -.0003406  .0000751
T 6498  9 .1270609E+08   7538783E-03  .6024E+00 -.1040E+02   .9999981  .0012594 -.0014962
T 6499  9 .1270089E+08   7550052E-03 -.9870E+01 -.1791E+02   .9999939 -.0005445 -.0034475
T 6500  9 .1270135E+08   7553020E-03 -.1325E+01  .5503E+01   .9999943 -.0000673 -.0033803
T 6501  9 .1269026E+08   7540222E-03 -.8099E+01  .6924E+01   .9999967 -.0018195  .0018257
T 6502  9 .1268432E+08   7536539E-03  .9591E+01  .7591E+01   .9999974  .0011993  .0019497
T 6503  9 .1268839E+08   7556287E-03 -.7955E+01 -.1234E+02   .9999968 -.0007751 -.0024017
T 6504  9 .1265692E+08   7572072E-03 -.3013E-01  .2435E+00   .9999998 -.0000803  .0006330
T 6505  9 .1269416E+08   7542104E-03  .5637E+01  .3709E+01   .9999906  .0041631  .0012153
T 6506  9 .1270112E+08   7566694E-03  .9468E+01  .1640E+02   .9999910  .0036375  .0021883
T 6507  9 .1268123E+08   7538148E-03  .3840E+01 -.7918E+01   .9999977  .0004609 -.0020976
T 6508  9 .1267639E+08   7583452E-03  .1262E+03  .2071E+03   .9991647  .0210910  .0350016
T 6509  9 .1264033E+08   7530918E-03 -.7419E+01 -.1907E+02   .9999861 -.0030383 -.0043111
T 6510  9 .1270400E+08   7540507E-03 -.6074E+01 -.5587E+01   .9999999  .0002788 -.0001768
T 6511  9 .1269168E+08   7596118E-03 -.2085E+01 -.7417E+01   .9999988  .0005047 -.0014684
T 6512  9 .1269100E+08   7534842E-03  .4731E+01  .3217E+00   .9999955  .0028427  .0009413
T 6513  9 .1269958E+08   7550091E-03 -.3489E+01 -.5975E+01   .9999999 -.0003884 -.0003491
T 6514  9 .1268998E+08   7539995E-03  .2648E+02  .3310E+01   .9999674  .0080279  .0008171
T 6515  9 .1268282E+08   7542028E-03  .5503E+01 -.2010E+01   .9999978  .0014915 -.0015008
T 6516  9 .1266686E+08   7540557E-03  .1115E+02 -.3878E+02   .9999405  .0031343 -.0104449
T 6517  9 .1267650E+08   7576175E-03 -.7074E+01 -.3888E+01   .9999977 -.0016854 -.0013543
T 6518  9 .1268668E+08   7566000E-03  .6020E+01  .1590E+01   .9999988  .0006310  .0014184
T 6519  9 .1267719E+08   7563567E-03  .6107E+01 -.1305E+01   .9999997 -.0003142 -.0007236
T 6520  9 .1265991E+08   7549397E-03 -.3340E+01  .2437E+01   .9999998  .0006100 -.0002461
T 6521  9 .1268906E+08   7550892E-03  .1751E+02 -.2084E+02   .9999800  .0045970 -.0043490
T 6522  9 .1268765E+08   7562166E-03 -.2962E+01  .1714E+02   .9999870  .0003366  .0050971
T 6523  9 .1268441E+08   7581043E-03 -.4403E+01 -.5314E+01   .9999994 -.0010786 -.0003684
T 6524  9 .1267113E+08   7569339E-03  .1320E+01 -.2725E+00   .9999985 -.0015929 -.0006520
T 6525  9 .1267181E+08   7565381E-03 -.8489E+01 -.9065E+01   .9999970 -.0012482 -.0021199
T 6526  9 .1273010E+08   7527839E-03 -.2299E+02  .2173E+02   .9999838 -.0041695  .0038674
T 6527  9 .1270036E+08   7543204E-03  .1082E+02 -.6204E+01   .9999990 -.0012603  .0006449
T 6528  9 .1270615E+08   7538747E-03  .6677E+00  .8174E+01   .9999999  .0004909  .0000255
T 6529  9 .1267299E+08   7562729E-03  .2109E+02 -.3673E+02   .9999931  .0004378 -.0037002
T 6530  9 .1271199E+08   7528071E-03  .1373E+01 -.5965E+01   .9999975 -.0015251 -.0016328
T 6531  9 .1273409E+08   7545488E-03  .2031E+02  .5406E+01   .9999937  .0030713  .0017819
T 6532  9 .1269418E+08   7548662E-03 -.6008E+01 -.4394E+00   .9999987 -.0009614 -.0012940
T 6533  9 .1271081E+08   7583049E-03 -.4491E+01  .6090E+01   .9999979 -.0002046  .0020431
T 6534  9 .1268117E+08   7538505E-03 -.1296E+02  .2154E+01   .9999926 -.0038199 -.0004724
T 6535  9 .1267833E+08   7544380E-03  .2523E+01  .1691E+02   .9999903  .0003302  .0043857
T 6536  9 .1267085E+08   7541890E-03 -.7001E+01 -.8794E+02   .9998961 -.0041967 -.0137933
T 6537  9 .1267712E+08   7546334E-03  .3163E+01 -.3071E+01   .9999997  .0004749 -.0005531
T 6538  9 .1270269E+08   7535389E-03 -.1668E+00 -.8969E+00   .9999862  .0052229  .0006367
T 6539  9 .1268938E+08   7566531E-03  .2386E+02  .2550E+02   .9999783  .0042905  .0050034
T 6540  9 .1268256E+08   7535571E-03  .5986E+01  .2708E+01   .9999986  .0009443  .0013857
T 6541  9 .1270576E+08   7530150E-03  .1475E+02  .5868E+00   .9999952  .0030547 -.0004801
T 6542  9 .1265349E+08   7550927E-03 -.3813E+02 -.1929E+01   .9999673 -.0080770  .0004376
T 6543  9 .1266894E+08   7538443E-03  .1648E+02 -.2336E+01   .9999912  .0041397 -.0007180
T 6544  9 .1265646E+08   7540793E-03 -.4762E+01  .3388E+02   .9999613 -.0039794  .0078521
T 6545  9 .1268935E+08   7536678E-03  .8506E+01  .5321E+01   .9999973  .0007887  .0021858
T 6546  9 .1266886E+08   7534306E-03  .4668E+01  .1344E+02   .9999830  .0025217  .0052534
T 6547  9 .1266424E+08   7545972E-03 -.1524E+02  .9437E+01   .9999991 -.0010599  .0008430
T 6548  9 .1271322E+08   7565208E-03  .3106E+02 -.3374E+02   .9999644  .0062999 -.0056179
T 6549  9 .1264872E+08   7565691E-03 -.4235E+01 -.4699E+01   .9999982 -.0018763  .0002190
T 6550  9 .1269211E+08   7581988E-03 -.1819E+02  .1991E+02   .9999865 -.0031608  .0041284
T 6551  9 .1266442E+08   7537760E-03 -.5985E+01 -.1443E+02   .9999437  .0046654 -.0095271
T 6552  9 .1267609E+08   7567562E-03  .1089E+02  .6855E+01   .9999914  .0041369 -.0002384
T 6553  9 .1270232E+08   7583357E-03 -.8923E+00 -.1078E+02   .9999961  .0012250 -.0025106
T 6554  9 .1272232E+08   7530153E-03  .6334E-01 -.7650E+00   .9999999  .0003706  .0002985
T 6555  9 .1265893E+08   7548321E-03 -.2970E+01  .1013E+01   .9999987 -.0015374 -.0004857
T 6556  9 .1267795E+08   7554981E-03  .1684E+01 -.1228E+02   .9999977 -.0001497 -.0021180
T 6557  9 .1266621E+08   7528229E-03  .1287E+02  .1246E+02   .9999955  .0004688  .0029601
T 6558  9 .1266631E+08   7535400E-03  .8126E+01 -.1311E+01   .9999929  .0033794  .0016564
T 6559  9 .1268821E+08   7568782E-03 -.1088E+02 -.4183E+00   .9999914 -.0040098 -.0010492
T 6560  9 .1268401E+08   7571467E-03 -.1150E+01  .5166E+01   .9999989 -.0012089  .0008233
T 6561  9 .1271285E+08   7527079E-03 -.6968E+01 -.1819E+02   .9999892 -.0021653 -.0041164
T 6562  9 .1271109E+08   7563248E-03  .1380E+02  .8352E+01   .9999882  .0030379  .0037916
T 6563  9 .1267653E+08   7529254E-03  .3946E+01  .8412E+00   .9999937  .0035360  .0003863
T 6564  9 .1269209E+08   7564195E-03  .6562E+01  .3018E+01   .9999959 -.0003697  .0028388
T 6565  9 .1269363E+08   7574646E-03  .6644E+00 -.9347E+01   .9999992  .0011763 -.0004772
T 6566  9 .1268722E+08   7533992E-03  .6143E+01  .1894E+01   .9999978  .0020956 -.0000027
T 6567  9 .1268048E+08   7584140E-03  .1629E+01  .5809E+00   .9999998 -.0001443 -.0006347
T 6568  9 .1273958E+08   7539735E-03  .9237E+00  .2373E+02   .9999828 -.0000470  .0058722
T 6569  9 .1268729E+08   7552362E-03 -.3250E+01  .5499E+01   .9999973 -.0008316  .0021579
T 6570  9 .1271490E+08   7563041E-03 -.4501E+01  .1668E+02   .9999966 -.0005424  .0025451
T 6571  9 .1268849E+08   7554385E-03 -.1249E+02 -.6117E+01   .9999879 -.0049163 -.0002097
T 6572  9 .1268102E+08   7578648E-03 -.2435E+01 -.9850E+01   .9999988 -.0004268 -.0014554
T 6573  9 .1266983E+08   7571891E-03 -.9024E+01 -.7280E+00   .9999987 -.0014878  .0005921
T 6574  9 .1267536E+08   7531379E-03 -.6339E+01  .2726E+02   .9999874 -.0012112  .0048804
T 6575  9 .1269994E+08   7529966E-03 -.9187E+01  .2056E+01   .9999998 -.0006572 -.0000694
T 6576  9 .1269839E+08   7547825E-03  .1081E+02 -.6297E+01   .9999966  .0017724 -.0019146
T 6577  9 .1271471E+08   7532363E-03 -.4305E+00  .3191E+00   .9999990 -.0013813 -.0001119
T 6578  9 .1262670E+08   7555150E-03  .3082E+02 -.5046E+02   .9999427  .0047241 -.0096094
T 6579  9 .1268835E+08   7547467E-03 -.1227E+02 -.1127E+02   .9999930 -.0027460 -.0025346
T 6580  9 .1269208E+08   7562019E-03 -.4087E+00 -.1706E+02   .9999846 -.0006088 -.0055102
T 6581  9 .1267637E+08   7531573E-03 -.7893E+01 -.4309E+01   .9999989 -.0012311 -.0008522
T 6582  9 .1266417E+08   7531410E-03  .7843E+01 -.1959E+02   .9999871  .0016308 -.0048123
T 6583  9 .1269423E+08   7557061E-03  .1022E+02 -.5382E+01   .9999993  .0007044 -.0009776
T 6584  9 .1273126E+08   7574330E-03  .4377E+01  .5784E+01   .9999995  .0010105 -.0001535
T 6585  9 .1267543E+08   7591446E-03 -.4272E+01 -.2275E+00   .9999997  .0007252  .0002185
T 6586  9 .1269462E+08   7581268E-03 -.4746E+01 -.9656E+01   .9999964  .0005966 -.0026338
T 6587  9 .1272993E+08   7556447E-03 -.3267E+01 -.1164E+01   .9999995 -.0001808 -.0009485
T 6588  9 .1266825E+08   7547642E-03  .4858E+01 -.2145E+01   .9999983  .0017564 -.0006394
T 6589  9 .1268196E+08   7530849E-03  .7707E+01  .1068E+02   .9999954  .0019320  .0023217
T 6590  9 .1266819E+08   7541015E-03  .7069E+01  .7158E+01   .9999997  .0007170  .0000528
T 6591  9 .1269642E+08   7554219E-03 -.1614E+02 -.1908E+01   .9999540 -.0088189 -.0037845
T 6592  9 .1268676E+08   7545238E-03 -.1194E+02  .1837E+02   .9999820 -.0040231  .0044516
T 6593  9 .1263911E+08   7550453E-03  .3140E+00  .6410E+00   .9999999  .0003011 -.0001996
T 6594  9 .1271135E+08   7544571E-03  .2005E+02 -.1973E+02   .9999925  .0030340 -.0024074
T 6595  9 .1269556E+08   7549944E-03 -.3244E+00  .7613E+01   .9999989 -.0006012  .0013479
T 6596  9 .1268480E+08   7547131E-03 -.1344E+01  .9357E+01   .9999874 -.0039827  .0030542
T 6597  9 .1269136E+08   7540480E-03  .2624E+01 -.1456E+02   .9999958  .0012997 -.0025772
T 6598  9 .1265831E+08   7571743E-03 -.3368E-01 -.1508E+01   .9999997  .0006754  .0003098
T 6599  9 .1270295E+08   7533505E-03 -.6222E+02  .2175E+02   .9999628 -.0085622  .0010139
T 6600  9 .1270537E+08   7566608E-03  .1036E+02  .2541E+01   .9999962  .0024436  .0012798
T 6601  9 .1266742E+08   7532173E-03  .1328E+02  .5030E+01   .9999913  .0038368  .0016618
T 6602  9 .1268901E+08   7534200E-03  .2359E+02 -.8352E+01   .9999938  .0034380 -.0007946
T 6603  9 .1265970E+08   7537693E-03  .4086E+02 -.6132E+02   .9999209  .0094898 -.0082521
T 6604  9 .1270562E+08   7564070E-03 -.1775E+02 -.7500E+00   .9999940 -.0034591 -.0002228
T 6605  9 .1268218E+08   7561006E-03 -.4455E+01 -.6304E+01   .9999994  .0002477 -.0010785
T 6606  9 .1270004E+08   7546049E-03  .5557E+00 -.1942E+01   .9999999 -.0002132  .0003658
T 6607  9 .1268169E+08   7537233E-03  .2179E+02  .2413E+02   .9999744  .0051919  .0049278
T 6608  9 .1269718E+08   7528333E-03  .1303E+02 -.5737E+01   .9999956  .0025193 -.0015518
T 6609  9 .1267015E+08   7568463E-03  .5303E+00  .1114E+02   .9999980 -.0002988  .0019717
T 6610  9 .1265485E+08   7530417E-03 -.4288E+01  .1761E+02   .9999961  .0004318  .0027482
T 6611  9 .1267941E+08   7570409E-03 -.2007E+02  .1083E+02   .9999721 -.0052262  .0053394
T 6612  9 .1271673E+08   7541134E-03 -.9670E+00 -.5710E+01   .9999991 -.0001760 -.0013639
T 6613  9 .1268945E+08   7564599E-03 -.1052E+01  .6019E+01   .9999976 -.0021434  .0004224
T 6614  9 .1273591E+08   7576575E-03  .6621E+01 -.3636E+00   .9999997 -.0003168  .0007269
T 6615  9 .1266630E+08   7553371E-03  .2505E+01  .4958E+01   .9999979  .0005138  .0019748
T 6616  9 .1269428E+08   7544459E-03  .8465E+01 -.5135E+01   .9999987  .0009380 -.0012827
T 6617  9 .1268794E+08   7578436E-03 -.4020E+01 -.5245E+01   .9999979 -.0001300 -.0020421
T 6618  9 .1268238E+08   7577247E-03  .4320E+01  .6332E+01   .9999948  .0026147  .0018817
T 6619  9 .1269342E+08   7550847E-03 -.1776E+02 -.2910E+01   .9999783 -.0065779 -.0002349
T 6620  9 .1268242E+08   7530258E-03  .1239E+02 -.1080E+02   .9999974  .0007055 -.0021495
T 6621  9 .1267658E+08   7556171E-03  .7191E+01  .7674E+01   .9999933  .0034904  .0011398
T 6622  9 .1267417E+08   7537089E-03 -.7669E+01 -.3424E+01   .9999728 -.0073344  .0008204
T 6623  9 .1269541E+08   7536206E-03  .7990E+01 -.1637E+01   .9999938  .0011565 -.0033317
T 6624  9 .1267795E+08   7535920E-03  .4470E+02 -.5949E+02   .9999266  .0063821 -.0103010
T 6625  9 .1268745E+08   7553616E-03 -.3683E+00  .8130E+01   .9999943  .0015368  .0030181
T 6626  9 .1272364E+08   7548539E-03  .9910E+01 -.1543E+02   .9999955  .0017668 -.0024251
T 6627  9 .1267500E+08   7595638E-03  .3932E+01  .2347E+01   .9999993  .0007628 -.0009346
T 6628  9 .1265527E+08   7562210E-03 -.1362E+02  .2091E+01   .9999905 -.0042940  .0007502
T 6629  9 .1267338E+08   7547204E-03  .1001E+02  .2185E+02   .9999770  .0013327  .0066516
T 6630  9 .1266935E+08   7530128E-03 -.5522E+01 -.5336E+01   .9999995 -.0002012 -.0009972
T 6631  9 .1268245E+08   7529674E-03  .1036E+01 -.1065E+02   .9999985  .0005353 -.0016597
T 6632  9 .1269213E+08   7549406E-03  .2797E+01 -.9998E+01   .9999994  .0008634 -.0006419
T 6633  9 .1265541E+08   7563443E-03  .6949E+01 -.2776E+02   .9999852  .0003989 -.0054324
T 6634  9 .1267739E+08   7580486E-03 -.1736E+02  .4460E+01   .9999930 -.0026396  .0026429
T 6635  9 .1269055E+08   7548329E-03 -.1690E+01  .1214E+02   .9999935 -.0028622  .0021752
T 6636  9 .1267778E+08   7579635E-03 -.1009E+02 -.4250E+02   .9999272 -.0070636 -.0097875
T 6637  9 .1266377E+08   7563803E-03 -.6278E+01 -.7895E+01   .9999981 -.0019673  .0001207
T 6638  9 .1266298E+08   7564559E-03  .5336E+01 -.5079E+00   .9999975  .0022184  .0000702
T 6639  9 .1273854E+08   7571215E-03  .1004E+02  .8591E+01   .9999957  .0029001 -.0004669
T 6640  9 .1268986E+08   7544972E-03  .5176E+01 -.6940E+00   .9999990  .0012483  .0006425
T 6641  9 .1269854E+08   7538872E-03  .3597E+01 -.6389E+00   .9999999  .0002415  .0000329
T 6642  9 .1268465E+08   7571289E-03 -.8626E+00 -.1157E+02   .9999878  .0024902 -.0042715
T 6643  9 .1270634E+08   7554256E-03 -.1722E+02 -.1197E+02   .9999841 -.0050916 -.0024163
T 6644  9 .1271838E+08   7530582E-03 -.5940E+01 -.1152E+02   .9999817 -.0029099 -.0053036
T 6645  9 .1268379E+08   7545465E-03  .5655E+01 -.1232E+02   .9999895 -.0008180 -.0045185
T 6646  9 .1266890E+08   7562440E-03 -.5964E+01 -.1701E+01   .9999993 -.0005809  .0010521
T 6647  9 .1267400E+08   7554518E-03 -.1429E+02 -.6618E+01   .9999937 -.0035177 -.0004311
T 6648  9 .1268838E+08   7537498E-03  .2203E+01  .1971E+02   .9999933  .0003935  .0036380
T 6649  9 .1268717E+08   7543491E-03 -.1193E+02  .1949E+02   .9999845 -.0023831  .0050401
T 6650  9 .1263670E+08   7537792E-03 -.8852E+01 -.5474E+01   .9999994 -.0007081  .0008011
T 6651  9 .1272322E+08   7563828E-03  .1613E+02 -.6550E+01   .9999630  .0079684 -.0032539
T 6652  9 .1270435E+08   7534913E-03 -.7651E+01 -.5827E+01   .9999911 -.0030353 -.0029262
T 6653  9 .1276449E+08   7533100E-03  .1414E+02 -.2941E+00   .9999947  .0032416  .0002815
T 6654  9 .1266471E+08   7547137E-03  .4971E+01 -.2014E+02   .9999956  .0005701 -.0029073
T 6655  9 .1270297E+08   7547046E-03  .1112E+02  .8009E+01   .9999918  .0027641  .0029725
T 6656  9 .1267528E+08   7527244E-03 -.1325E+02 -.7939E+01   .9999927 -.0029804 -.0024103
T 6657  9 .1268622E+08   7546746E-03  .9538E-02  .3561E+01   .9999983  .0005984  .0017288
T 6658  9 .1269762E+08   7558489E-03 -.4144E+01 -.1688E+01   .9999979 -.0007406  .0019265
T 6659  9 .1266147E+08   7568698E-03  .5739E+01 -.5480E+01   .9999966  .0024383 -.0008979
T 6660  9 .1268646E+08   7556311E-03 -.4512E+01 -.4217E+01   .9999986 -.0016599 -.0002903
T 6661  9 .1270269E+08   7561032E-03  .7972E+01  .1114E+01   .9999850  .0053781 -.0010309
T 6662  9 .1272368E+08   7558195E-03  .4172E+01  .4322E+01   .9999987 -.0000904  .0015792
T 6663  9 .1271028E+08   7580341E-03  .1889E+02  .2369E+01   .9999863  .0051150 -.0010894
T 6664  9 .1269397E+08   7551656E-03 -.6099E+01 -.4503E+01   .9999985 -.0009808 -.0014550
T 6665  9 .1268309E+08   7535020E-03  .4468E+01 -.1213E+02   .9999934  .0023906 -.0027386
T 6666  9 .1267330E+08   7591120E-03  .4747E+02  .2979E+02   .9999603  .0073629  .0050105
T 6667  9 .1265358E+08   7575002E-03 -.5975E+01  .1061E+02   .9999964 -.0007052  .0025894
T 6668  9 .1271404E+08   7528230E-03  .4527E+00  .1558E+02   .9999951 -.0017459  .0026170
T 6669  9 .1269524E+08   7543944E-03 -.2407E+02 -.8517E+01   .9999846 -.0052483  .0018060
T 6670  9 .1269359E+08   7545905E-03  .8866E+00  .2291E+00   .9999996 -.0003028  .0008008
T 6671  9 .1267382E+08   7566205E-03 -.1579E+02 -.3082E+02   .9999822 -.0034549 -.0048565
T 6672  9 .1270548E+08   7563630E-03  .2544E+02 -.3128E+01   .9999759  .0062530 -.0030230
T 6673  9 .1271605E+08   7566307E-03 -.2730E+01 -.6265E+01   .9999862 -.0051585 -.0009847
