============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.8 MeV) ==> Polyethylene( 7527 A) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1538  9 .1268784E+08   7585115E-03 -.1077E+02  .1473E+02   .9999897 -.0023450  .0038769
T 1539  9 .1269860E+08   7535067E-03 -.6647E+01 -.5688E+01   .9999943 -.0032787 -.0007631
T 1540  9 .1266601E+08   7553558E-03 -.4334E+00  .6564E+01   .9999993 -.0006984  .0009464
T 1541  9 .1267910E+08   7533422E-03  .3293E+01 -.8920E+01   .9999979  .0004378 -.0020042
T 1542  9 .1270811E+08   7567348E-03 -.6171E+01 -.1368E+01   .9999953 -.0028676 -.0010804
T 1543  9 .1268260E+08   7537185E-03  .2205E+02  .3725E+02   .9999649  .0052047  .0065627
T 1544  9 .1270262E+08   7530700E-03  .5868E+01 -.1575E+02   .9999960  .0008524 -.0026997
T 1545  9 .1271926E+08   7545252E-03  .5900E+01  .6298E+01   .9999982 -.0003729  .0018638
T 1546  9 .1265997E+08   7579989E-03 -.1357E+02  .6875E+01   .9999913 -.0034370  .0023722
T 1547  9 .1266472E+08   7533874E-03 -.1425E+02 -.1223E+02   .9999932 -.0022857 -.0028969
T 1548  9 .1269029E+08   7592299E-03 -.1664E+01 -.1760E+01   .9999998  .0006012 -.0001059
T 1549  9 .1267429E+08   7568485E-03 -.7800E+00 -.6816E+00   .9999993 -.0009287  .0007441
T 1550  9 .1263341E+08   7547380E-03  .1613E+01  .2272E+01   .9999998  .0000085  .0006392
T 1551  9 .1264444E+08   7540307E-03 -.1254E+02 -.6473E+02   .9997531 -.0056837 -.0214795
T 1552  9 .1271435E+08   7562324E-03  .1503E+02 -.8030E+01   .9999921  .0039820  .0001656
T 1553  9 .1260636E+08   7527558E-03  .6052E+01  .5837E+00   .9999988  .0012589  .0009316
T 1554  9 .1270093E+08   7533062E-03 -.2205E+02 -.2681E+02   .9999855 -.0038613 -.0037567
T 1555  9 .1270313E+08   7549777E-03  .1216E+02 -.2003E+01   .9999990  .0013427 -.0004176
T 1556  9 .1269185E+08   7547667E-03 -.1138E+01  .2226E+01   .9999999  .0000941  .0002536
T 1557  9 .1266733E+08   7553698E-03  .1448E+02  .9299E+01   .9999925  .0037188  .0010709
T 1558  9 .1272548E+08   7558941E-03 -.7794E+01 -.1800E+02   .9999971 -.0008376 -.0022708
T 1559  9 .1267566E+08   7547471E-03  .4497E+01  .6090E-02   .9999965  .0023697  .0011481
T 1560  9 .1268032E+08   7527284E-03 -.2768E+02 -.3906E+01   .9999257 -.0120689 -.0016853
T 1561  9 .1269038E+08   7567453E-03  .1799E+02 -.1088E+02   .9999871  .0040279 -.0031047
T 1562  9 .1270320E+08   7536972E-03 -.2347E+01 -.3037E+01   .9999992  .0008879 -.0009162
T 1563  9 .1267264E+08   7541130E-03  .1053E+01 -.4106E+01   .9999994 -.0003111 -.0010489
T 1564  9 .1272135E+08   7532859E-03  .8266E+01 -.3751E+02   .9999192  .0031407 -.0123192
T 1565  9 .1262888E+08   7527321E-03 -.1573E+02 -.2577E+01   .9999890 -.0046000 -.0008834
T 1566  9 .1268156E+08   7537202E-03 -.3491E+01  .2499E+01   .9999995 -.0002226  .0009574
T 1567  9 .1265857E+08   7547473E-03  .5002E+01  .1999E+02   .9999573  .0039680  .0083404
T 1568  9 .1264351E+08   7587688E-03  .4369E+01 -.4185E+01   .9999979  .0020497 -.0000918
T 1569  9 .1268764E+08   7537423E-03  .4110E+01  .1647E+02   .9999913 -.0016242  .0038337
T 1570  9 .1266119E+08   7541947E-03 -.1083E+02  .1003E+01   .9999995 -.0010013  .0001380
T 1571  9 .1266460E+08   7538190E-03  .8276E+01  .6273E+01   .9999959  .0028136 -.0005508
T 1572  9 .1269243E+08   7555870E-03  .1117E+02 -.1939E+02   .9999887  .0015161 -.0045085
T 1573  9 .1268458E+08   7537668E-03 -.6501E+01 -.9075E+01   .9999863 -.0046699 -.0023756
T 1574  9 .1267022E+08   7531238E-03  .8240E+01  .1191E+01   .9999970 -.0012690 -.0021147
T 1575  9 .1269052E+08   7559768E-03 -.6494E+01 -.8511E+00   .9999997  .0003878  .0006913
T 1576  9 .1269229E+08   7533196E-03  .2526E+01 -.4155E+01   .9999980  .0009755 -.0017597
T 1577  9 .1269725E+08   7528635E-03  .8040E+01  .3530E+01   .9999968  .0023431  .0009451
T 1578  9 .1269932E+08   7556073E-03  .2966E+01 -.9317E+01   .9999951 -.0000333 -.0031325
T 1579  9 .1266301E+08   7591345E-03 -.6279E+00 -.3841E+01   .9999987  .0002499  .0016023
T 1580  9 .1265034E+08   7544509E-03  .6640E+01 -.1719E+02   .9999916  .0012924 -.0038899
T 1581  9 .1268940E+08   7543334E-03  .6241E+01 -.2737E+01   .9999996  .0007933 -.0004839
T 1582  9 .1263220E+08   7568171E-03 -.5340E+01  .3244E+01   .9999984 -.0005059  .0016987
T 1583  9 .1261727E+08   7529236E-03  .2143E+01 -.5143E+01   .9999978  .0000886 -.0020790
T 1584  9 .1269577E+08   7546300E-03 -.1582E+02 -.5102E+01   .9999923 -.0038171 -.0009384
T 1585  9 .1266229E+08   7528669E-03 -.6740E+01  .1788E+00   .9999988 -.0014996  .0003755
T 1586  9 .1271529E+08   7557246E-03  .2363E+00  .3006E+01   .9999985  .0009306  .0014444
T 1587  9 .1266997E+08   7589090E-03  .2374E+02 -.1180E+02   .9999878  .0046316 -.0016976
T 1588  9 .1269880E+08   7566163E-03 -.1987E+02  .1386E+01   .9999938 -.0035186 -.0002534
T 1589  9 .1271553E+08   7531049E-03 -.3466E+02  .2315E+02   .9999482 -.0086850  .0052994
T 1590  9 .1267130E+08   7542402E-03  .2078E+00  .1295E+01   .9999982  .0018868  .0001061
T 1591  9 .1262863E+08   7557681E-03  .1949E+01  .9954E+01   .9999954  .0010610  .0028420
T 1592  9 .1268840E+08   7547822E-03  .8922E+01  .4914E+01   .9999931  .0036696  .0006103
T 1593  9 .1273576E+08   7548331E-03  .1039E+02 -.1194E+02   .9999812  .0033533 -.0051387
T 1594  9 .1268925E+08   7562230E-03 -.1919E+01  .3993E+01   .9999995 -.0007698  .0006647
T 1595  9 .1273222E+08   7556646E-03  .1305E+02 -.4324E+00   .9999806  .0053077 -.0032713
T 1596  9 .1264985E+08   7543826E-03  .3428E+02  .1424E+02   .9999355  .0101852  .0050288
T 1597  9 .1274323E+08   7536248E-03 -.1060E+02  .1318E+00   .9999979 -.0018110  .0009651
T 1598  9 .1267329E+08   7579947E-03  .8135E+01  .4603E+02   .9999358  .0022266  .0111126
T 1599  9 .1268962E+08   7583171E-03  .2166E+01  .1584E+02   .9999949  .0007729  .0030932
T 1600  9 .1266905E+08   7574465E-03 -.2042E+02 -.1132E+02   .9999833 -.0053064 -.0022687
T 1601  9 .1268945E+08   7553027E-03  .8061E+01  .3986E+01   .9999986  .0013936  .0008883
T 1602  9 .1270813E+08   7578355E-03  .3072E+01  .9437E+01   .9999992  .0000362  .0012334
T 1603  9 .1264534E+08   7532012E-03 -.4498E+01 -.9561E+01   .9999986 -.0004179 -.0016270
T 1604  9 .1267094E+08   7542619E-03 -.4022E+01 -.5912E+01   .9999988 -.0005369 -.0014745
T 1605  9 .1270905E+08   7539879E-03  .1373E+02 -.1829E+01   .9999937  .0034015  .0010311
T 1606  9 .1263343E+08   7540764E-03  .1497E+02  .7788E+01   .9999909  .0037322  .0020575
T 1607  9 .1271737E+08   7550136E-03 -.1075E+02  .4414E+01   .9999897 -.0032014  .0032099
T 1608  9 .1270560E+08   7554389E-03  .6615E+01 -.3587E+01   .9999991  .0012557  .0005030
T 1609  9 .1266795E+08   7565866E-03  .2061E+02 -.5987E+01   .9999981  .0017806  .0007731
T 1610  9 .1269634E+08   7546826E-03 -.2829E+02 -.1071E+02   .9999736 -.0053840 -.0048769
T 1611  9 .1266183E+08   7582062E-03  .2228E+01  .4104E+01   .9999841 -.0001777  .0056327
T 1612  9 .1268217E+08   7540256E-03 -.1208E+02 -.5177E+01   .9999871 -.0047386 -.0018510
T 1613  9 .1270178E+08   7578022E-03  .1274E+02 -.2213E+02   .9999802  .0019510 -.0059857
T 1614  9 .1271292E+08   7545743E-03  .2179E+01 -.7406E+01   .9999983  .0010168 -.0015096
T 1615  9 .1268675E+08   7567434E-03  .4430E+00  .1276E+01   .9999999  .0001551  .0003753
T 1616  9 .1269124E+08   7575468E-03 -.2686E+02  .1033E+02   .9999846 -.0053288  .0015757
T 1617  9 .1269931E+08   7532596E-03 -.2019E+02 -.1832E+01   .9999913 -.0041704  .0001920
T 1618  9 .1267032E+08   7571070E-03  .2427E+02  .7934E+01   .9999652  .0078142  .0029384
T 1619  9 .1267856E+08   7565025E-03 -.8793E+01 -.1420E+02   .9999886 -.0027632 -.0038970
T 1620  9 .1268333E+08   7527544E-03 -.2725E+02 -.1171E+02   .9999856 -.0045882 -.0027694
T 1621  9 .1267570E+08   7548066E-03  .2836E+01 -.8589E+01   .9999928  .0011759 -.0036043
T 1622  9 .1264571E+08   7584064E-03 -.6369E+00 -.1235E+02   .9999965  .0001087 -.0026348
T 1623  9 .1271009E+08   7600182E-03  .4832E+01 -.2758E+01   .9999993  .0011819 -.0000782
T 1624  9 .1273398E+08   7537676E-03 -.8712E+01  .1003E+02   .9999702 -.0016947  .0075267
T 1625  9 .1267837E+08   7533339E-03 -.5798E+01 -.4376E+01   .9999963 -.0023173 -.0013915
T 1626  9 .1264804E+08   7581324E-03  .8010E+01 -.5325E+01   .9999952 -.0016819 -.0026134
T 1627  9 .1266317E+08   7566803E-03  .4873E+01  .2514E+01   .9999980 -.0018448 -.0008145
T 1628  9 .1268751E+08   7587586E-03  .6666E+01  .6719E+01   .9999958  .0000900  .0029028
T 1629  9 .1269660E+08   7538215E-03  .1174E+02  .2403E+02   .9999930  .0015519  .0034001
T 1630  9 .1269845E+08   7560980E-03  .1034E+02 -.3616E+01   .9999965  .0025331 -.0007377
T 1631  9 .1268927E+08   7549260E-03 -.1219E+02  .1101E+02   .9999922 -.0019649  .0034388
T 1632  9 .1268203E+08   7550629E-03  .2892E+01 -.1728E+01   .9999992 -.0009924 -.0007637
T 1633  9 .1268112E+08   7532572E-03  .1985E+01  .8253E+01   .9999980 -.0004411  .0019434
T 1634  9 .1268949E+08   7564598E-03 -.2951E+01  .6942E+01   .9999994 -.0003975  .0010649
T 1635  9 .1272521E+08   7540160E-03  .5048E+01  .3131E+01   .9999984  .0010611  .0014205
T 1636  9 .1271558E+08   7533842E-03  .7069E+00  .4299E+00   .9999997  .0006516 -.0004497
T 1637  9 .1267762E+08   7527472E-03  .8431E+01  .1452E+02   .9999995  .0002477  .0009611
T 1638  9 .1268249E+08   7579469E-03  .3530E+01 -.4067E+00   .9999993 -.0003905 -.0010865
T 1639  9 .1274416E+08   7528394E-03 -.2906E+01 -.9873E+01   .9999967  .0025390 -.0003010
T 1640  9 .1265140E+08   7568913E-03  .1326E+02  .1599E+01   .9999981  .0019280  .0003700
T 1641  9 .1268912E+08   7553952E-03 -.6295E+01 -.6583E-01   .9999992 -.0010256 -.0006868
T 1642  9 .1267778E+08   7545591E-03 -.2797E+02  .4317E+02   .9999384 -.0058849  .0094130
T 1643  9 .1270734E+08   7538908E-03 -.1132E+03  .3128E+02   .9998228 -.0181654  .0049399
T 1644  9 .1273310E+08   7553172E-03  .1068E+02 -.4737E+01   .9999859  .0047226 -.0024466
T 1645  9 .1270312E+08   7532024E-03 -.1301E+02  .5179E+01   .9999991 -.0012475  .0004172
T 1646  9 .1270606E+08   7548522E-03 -.1593E+02 -.1185E+02   .9999924 -.0038684 -.0004813
T 1647  9 .1266455E+08   7595698E-03  .6084E+01 -.8697E+00   .9999970  .0024367  .0001737
T 1648  9 .1265740E+08   7528411E-03  .1313E+02  .1013E+02   .9999751  .0062108  .0033506
T 1649  9 .1269980E+08   7573341E-03 -.3188E+01  .2083E+02   .9999852 -.0007897  .0053778
T 1650  9 .1267645E+08   7527763E-03 -.1230E+02 -.2641E+01   .9999991 -.0013643  .0000035
T 1651  9 .1268264E+08   7527571E-03 -.4652E+01  .1466E+02   .9999993  .0007023  .0009192
T 1652  9 .1266944E+08   7561678E-03 -.6503E+01  .2447E+01   .9999989 -.0008376  .0012370
T 1653  9 .1267582E+08   7542466E-03 -.6349E+01  .3077E+02   .9999601  .0018511  .0087335
T 1654  9 .1269618E+08   7596352E-03 -.2987E+01 -.1864E+02   .9999885 -.0034474 -.0033316
T 1655  9 .1269134E+08   7538883E-03  .4594E+01 -.1674E+02   .9999845  .0016614 -.0053182
T 1656  9 .1265394E+08   7549883E-03 -.7114E+01 -.2698E+01   .9999981 -.0018726 -.0006074
T 1657  9 .1268726E+08   7598343E-03  .9793E+01 -.5990E+01   .9999972  .0016556 -.0016965
T 1658  9 .1270123E+08   7573843E-03 -.7650E+01  .2627E+01   .9999985 -.0016163  .0006373
T 1659  9 .1266809E+08   7535362E-03 -.1737E+01  .4787E+01   .9999973 -.0021312  .0009653
T 1660  9 .1270244E+08   7550783E-03  .9866E+00 -.8428E+01   .9999981  .0014503 -.0013051
T 1661  9 .1270252E+08   7548642E-03  .1621E+01 -.8725E+01   .9999999  .0001536 -.0004691
T 1662  9 .1267468E+08   7541465E-03  .1907E+02 -.2027E+02   .9999889  .0023316 -.0041029
T 1663  9 .1264787E+08   7562448E-03 -.2200E+02  .2151E+01   .9999885 -.0047044  .0009638
T 1664  9 .1275573E+08   7535140E-03 -.2502E+01 -.7580E+00   .9999999 -.0004382 -.0001462
T 1665  9 .1266923E+08   7538111E-03  .1252E+01 -.5971E+01   .9999951  .0017156 -.0026356
T 1666  9 .1271291E+08   7586627E-03  .1190E+02 -.4788E+01   .9999867  .0051412 -.0004656
T 1667  9 .1270604E+08   7569096E-03 -.3608E+02  .1255E+02   .9999746 -.0069177 -.0017427
T 1668  9 .1266639E+08   7595974E-03  .1765E+00 -.5893E+01   .9999994 -.0008249 -.0007271
T 1669  9 .1271742E+08   7538523E-03  .5085E+01  .1595E+02   .9999577  .0068954  .0060808
T 1670  9 .1267676E+08   7535068E-03 -.2042E+02 -.3803E+02   .9999410 -.0049116 -.0096856
T 1671  9 .1269165E+08   7538273E-03  .3093E+01  .2079E+01   .9999995  .0010172  .0001596
T 1672  9 .1272674E+08   7572127E-03  .8781E+01 -.1157E+01   .9999953  .0029488 -.0007958
T 1673  9 .1267897E+08   7576070E-03  .1879E+02  .5325E+01   .9999912  .0037348  .0019099
T 1674  9 .1266136E+08   7538401E-03 -.8353E+02 -.3556E+02   .9995123 -.0277506 -.0143186
T 1675  9 .1267203E+08   7537633E-03  .1409E+00 -.5497E+01   .9999976 -.0010413 -.0019273
T 1676  9 .1270991E+08   7558891E-03  .2233E+01 -.3109E+01   .9999947  .0028365 -.0016062
T 1677  9 .1270219E+08   7552361E-03  .9613E+01  .1468E+01   .9999961  .0020191 -.0019279
T 1678  9 .1267395E+08   7551881E-03  .5400E+02  .3438E+02   .9999675  .0068539  .0042492
T 1679  9 .1266188E+08   7552250E-03  .3763E+01 -.4807E+01   .9999973 -.0000326 -.0023186
T 1680  9 .1263306E+08   7531479E-03 -.8253E+01  .2094E+01   .9999984 -.0013549 -.0011286
T 1681  9 .1273392E+08   7593545E-03  .6693E+01 -.1928E+01   .9999992  .0009216 -.0008254
T 1682  9 .1265960E+08   7545100E-03  .4716E+01 -.1311E+01   .9999977  .0021136 -.0003837
T 1683  9 .1269548E+08   7529562E-03 -.2095E+02 -.1714E+02   .9999900 -.0037218 -.0024595
T 1684  9 .1266931E+08   7537318E-03  .1776E+02  .2724E+01   .9999862  .0047234  .0022962
T 1685  9 .1265517E+08   7561999E-03 -.7952E+01  .2234E+00   .9999999 -.0004551  .0002749
T 1686  9 .1272049E+08   7557945E-03 -.1589E+02 -.5270E+01   .9999932 -.0036110 -.0007388
T 1687  9 .1266517E+08   7536617E-03  .6104E+01  .1441E+02   .9999949  .0015324  .0028097
T 1688  9 .1269405E+08   7536119E-03 -.8051E+00  .3102E+01   .9999994  .0001147  .0011240
T 1689  9 .1268854E+08   7534862E-03  .2160E+01  .3988E+01   .9999999  .0002006  .0004092
T 1690  9 .1272848E+08   7553225E-03  .8777E+00  .2805E+01   .9999997 -.0000384 -.0007538
T 1691  9 .1270664E+08   7537060E-03 -.2099E+01 -.3658E+01   .9999988 -.0010391  .0011397
T 1692  9 .1265744E+08   7565264E-03  .2351E-02  .1400E+01   .9999994 -.0010067  .0004031
T 1693  9 .1266586E+08   7553852E-03  .1220E+02  .8942E+01   .9999928  .0032961  .0018609
T 1694  9 .1273426E+08   7530660E-03 -.1134E+02  .3568E+00   .9999863 -.0042651 -.0030248
T 1695  9 .1262791E+08   7582111E-03 -.6007E+01 -.1357E+02   .9999818 -.0027652 -.0053542
T 1696  9 .1271436E+08   7555023E-03  .4631E+01 -.1535E+02   .9999872 -.0012537 -.0048961
T 1697  9 .1272638E+08   7567496E-03 -.3994E+01  .1446E+02   .9999946 -.0015852  .0028652
T 1698  9 .1265955E+08   7553500E-03  .8784E+01  .1079E+02   .9999775  .0037589  .0055621
T 1699  9 .1268111E+08   7540141E-03 -.9119E+01 -.2177E+01   .9999842 -.0056197  .0003007
T 1700  9 .1271684E+08   7550556E-03 -.1729E+01  .4231E+01   .9999981 -.0005214  .0018594
T 1701  9 .1267286E+08   7574194E-03 -.2098E+01  .1324E+01   .9999997 -.0000565  .0008076
T 1702  9 .1268001E+08   7540184E-03 -.1100E+02 -.1370E+02   .9999721 -.0047890 -.0057313
T 1703  9 .1267500E+08   7545815E-03 -.5100E+01 -.1066E+01   .9999997  .0005361  .0005429
T 1704  9 .1266542E+08   7562197E-03  .4697E+00  .3147E+00   .9999995 -.0000217 -.0010128
T 1705  9 .1268595E+08   7559647E-03  .7671E+01  .4990E+01   .9999980  .0010431  .0016967
T 1706  9 .1265545E+08   7528659E-03  .1499E+02 -.6770E+01   .9999828  .0036879 -.0045522
T 1707  9 .1266808E+08   7552290E-03 -.4898E+01 -.3993E+01   .9999857 -.0053080 -.0006976
T 1708  9 .1267704E+08   7550491E-03 -.5098E+01  .4800E+01   .9999982 -.0008533  .0016655
T 1709  9 .1269839E+08   7528721E-03 -.4345E+01  .3525E+01   .9999975 -.0021052  .0007983
T 1710  9 .1266635E+08   7527489E-03 -.6353E+01 -.1986E+02   .9999253 -.0035381 -.0116982
T 1711  9 .1268995E+08   7577674E-03 -.1190E+02  .5962E+02   .9999417 -.0025793  .0104814
T 1712  9 .1268268E+08   7545707E-03 -.6396E+01 -.4702E+01   .9999989 -.0004071 -.0014262
T 1713  9 .1270127E+08   7564727E-03 -.7424E+01  .1503E+01   .9999949 -.0031569 -.0004923
T 1714  9 .1271390E+08   7548724E-03  .1233E+02  .5073E+00   .9999978  .0020544 -.0004767
T 1715  9 .1270780E+08   7530734E-03 -.4654E+02  .1111E+02   .9999479 -.0092351  .0043547
T 1716  9 .1267773E+08   7529288E-03 -.5510E+01  .1584E+01   .9999996  .0000970 -.0008855
T 1717  9 .1264708E+08   7571446E-03  .3122E+01 -.5744E+01   .9999992  .0011622 -.0005791
T 1718  9 .1272110E+08   7529176E-03 -.4979E+01  .1876E+01   .9999999  .0001672 -.0003917
T 1719  9 .1269272E+08   7552799E-03 -.1615E+01  .2913E+01   .9999998 -.0005050  .0003047
T 1720  9 .1266461E+08   7580975E-03  .1112E+02  .1229E+01   .9999933  .0023546  .0027995
T 1721  9 .1262223E+08   7573209E-03 -.2334E+01  .5141E+01   .9999986  .0000338  .0016596
T 1722  9 .1265787E+08   7537213E-03 -.3261E+01 -.2722E+01   .9999993 -.0006657 -.0009440
T 1723  9 .1266421E+08   7534585E-03 -.1452E+01  .5733E+01   .9999911 -.0017723  .0038259
T 1724  9 .1267330E+08   7534653E-03  .2833E+02  .5574E+01   .9999696  .0075925  .0017476
T 1725  9 .1267992E+08   7580161E-03  .6031E+01 -.2206E+01   .9999983  .0017815  .0004183
T 1726  9 .1269695E+08   7561606E-03 -.1493E+02 -.4108E+01   .9999981 -.0018536  .0005142
T 1727  9 .1267711E+08   7552775E-03 -.2192E+02  .7258E+01   .9999788 -.0060427  .0024281
T 1728  9 .1264527E+08   7557348E-03  .2698E+01 -.5628E+01   .9999973 -.0002680 -.0023014
T 1729  9 .1263974E+08   7558536E-03 -.4883E+01 -.2625E+01   .9999988 -.0014531  .0004626
T 1730  9 .1262282E+08   7566495E-03  .3422E+01 -.2693E+01   .9999997  .0002811 -.0007630
T 1731  9 .1268714E+08   7540149E-03 -.2477E+01 -.2180E+01   .9999960 -.0025641  .0011870
T 1732  9 .1267903E+08   7552668E-03 -.3134E+01  .3339E+00   .9999994 -.0009408 -.0005189
T 1733  9 .1268279E+08   7551655E-03  .1655E+02 -.9432E+01   .9999907  .0040968 -.0013317
T 1734  9 .1271442E+08   7536024E-03  .1400E+02 -.1112E+01   .9999896  .0045570 -.0001188
T 1735  9 .1266899E+08   7561908E-03 -.1468E+02  .7738E+01   .9999953 -.0029887  .0006877
T 1736  9 .1271251E+08   7556385E-03  .6392E+01  .7893E+01   .9999998  .0000287 -.0006835
T 1737  9 .1264291E+08   7534219E-03  .8459E+01  .4445E+01   .9999997 -.0004125  .0006813
T 1738  9 .1266307E+08   7562136E-03 -.5232E+02  .5584E+02   .9998672 -.0120228  .0110059
T 1739  9 .1265241E+08   7530932E-03 -.4723E+01  .9029E+01   .9999957 -.0003565  .0029062
T 1740  9 .1268202E+08   7556929E-03  .1525E+02  .6140E+01   .9999921  .0037794  .0012555
T 1741  9 .1265635E+08   7569593E-03  .1026E+02  .5387E+01   .9999930  .0035312  .0012313
T 1742  9 .1265512E+08   7568395E-03 -.1167E+02 -.1163E+02   .9999952 -.0027222 -.0014563
T 1743  9 .1265264E+08   7537205E-03  .4310E+01 -.1652E+01   .9999989 -.0004427 -.0014196
T 1744  9 .1268842E+08   7567001E-03  .4090E+01 -.1802E+02   .9999965  .0002762 -.0026196
T 1745  9 .1272626E+08   7538013E-03 -.5177E+01 -.6429E+01   .9999865 -.0050703 -.0011654
T 1746  9 .1271154E+08   7544484E-03  .1781E+02  .1282E+02   .9999872  .0039219  .0032012
T 1747  9 .1272262E+08   7536593E-03  .2043E+02 -.2181E+02   .9999775  .0047157 -.0047721
T 1748  9 .1266636E+08   7541597E-03 -.2374E+02 -.8382E+01   .9999972 -.0015108 -.0018337
T 1749  9 .1266625E+08   7543023E-03 -.9785E+00  .3225E+01   .9999990 -.0014409 -.0000466
T 1750  9 .1273062E+08   7589307E-03 -.8201E+01 -.9299E+01   .9999941 -.0015786 -.0030671
T 1751  9 .1266160E+08   7544901E-03  .2983E+01  .4216E+01   .9999998  .0002493  .0006496
T 1752  9 .1267670E+08   7556005E-03  .4347E+01 -.5631E+01   .9999996  .0009121 -.0001650
T 1753  9 .1271475E+08   7534392E-03  .1072E+02 -.1730E+01   .9999975  .0015251  .0016293
T 1754  9 .1270951E+08   7533744E-03  .1096E+02  .4065E+01   .9999998  .0005993 -.0002658
T 1755  9 .1266998E+08   7527732E-03  .1153E+02 -.7376E+01   .9999993  .0011658 -.0003735
T 1756  9 .1266415E+08   7532847E-03 -.1034E+02  .3293E+01   .9999992 -.0005275  .0011636
T 1757  9 .1270452E+08   7572373E-03  .9664E+01  .6630E+01   .9999960  .0027303  .0007602
T 1758  9 .1268618E+08   7594571E-03  .3000E+00 -.8124E+01   .9999980  .0005209 -.0019488
T 1759  9 .1266381E+08   7552921E-03 -.2346E+01 -.3425E+01   .9999917 -.0018562  .0036312
T 1760  9 .1264453E+08   7535492E-03  .3281E+01 -.9846E+01   .9999981  .0004397 -.0018823
T 1761  9 .1269582E+08   7547515E-03 -.2472E+01 -.2344E+00   .9999990 -.0012665  .0007024
T 1762  9 .1270944E+08   7536434E-03  .1930E+02 -.1471E+02   .9999729  .0055768 -.0048080
T 1763  9 .1268595E+08   7557650E-03 -.6244E+01  .1410E+02   .9999923 -.0004407  .0038989
T 1764  9 .1265526E+08   7542581E-03 -.3603E+01 -.3223E+02   .9999487 -.0017299 -.0099762
T 1765  9 .1265390E+08   7592358E-03 -.4576E+02 -.1081E+03   .9998258 -.0036141 -.0183092
T 1766  9 .1270090E+08   7554083E-03 -.5239E+01  .4295E+01   .9999976 -.0020364 -.0008378
T 1767  9 .1265384E+08   7556317E-03  .1405E+02  .4695E+01   .9999454  .0073345  .0074372
T 1768  9 .1266988E+08   7555576E-03  .8274E+01  .1041E+02   .9999897  .0039172  .0022985
T 1769  9 .1268183E+08   7556957E-03  .2067E+02 -.2660E+01   .9999946  .0031935  .0007760
T 1770  9 .1267114E+08   7584410E-03  .6651E+01 -.5824E+01   .9999919  .0037821 -.0013894
T 1771  9 .1270833E+08   7533572E-03  .5670E+00  .4464E+01   .9999979 -.0003173  .0020078
T 1772  9 .1264208E+08   7574869E-03 -.4909E+01 -.1717E+02   .9999711 -.0040853 -.0064052
T 1773  9 .1267561E+08   7532072E-03  .7919E+01  .1309E+02   .9999944  .0014244  .0030168
T 1774  9 .1266797E+08   7572287E-03 -.3672E+01  .9564E+00   .9999995 -.0009822 -.0003533
T 1775  9 .1266817E+08   7566969E-03 -.3831E+01 -.9218E+00   .9999997 -.0007477  .0001826
T 1776  9 .1270621E+08   7541478E-03  .1697E+02  .6367E+01   .9999914  .0041434 -.0002031
T 1777  9 .1263707E+08   7552985E-03 -.1545E+02  .1179E+02   .9999913 -.0023244  .0034550
T 1778  9 .1265613E+08   7556695E-03 -.3753E+01 -.1757E+02   .9999989 -.0005626 -.0014002
T 1779  9 .1267988E+08   7544740E-03 -.1049E+01 -.5139E+01   .9999985 -.0013959 -.0010152
T 1780  9 .1268838E+08   7560296E-03 -.3935E+02 -.2556E+02   .9999690 -.0076355 -.0019307
T 1781  9 .1266788E+08   7558799E-03  .2159E+02  .1147E+02   .9999871  .0048655  .0014307
T 1782  9 .1268206E+08   7538848E-03  .2313E+01  .1145E+02   .9999978  .0011262  .0017549
T 1783  9 .1266763E+08   7587819E-03 -.3055E+01  .1349E+02   .9999960  .0002890  .0028098
T 1784  9 .1270283E+08   7555896E-03  .5493E+01 -.2860E+01   .9999993  .0010938 -.0005436
T 1785  9 .1271136E+08   7537509E-03  .4112E+01 -.7011E+01   .9999984  .0006612 -.0016566
T 1786  9 .1269448E+08   7532784E-03 -.1201E+01  .9610E+01   .9999982 -.0006703  .0017542
T 1787  9 .1271424E+08   7569606E-03  .7556E+01 -.1295E+02   .9999891  .0042000 -.0020507
T 1788  9 .1267728E+08   7535262E-03  .2104E+01 -.2721E+01   .9999975 -.0008179 -.0020618
T 1789  9 .1269062E+08   7541252E-03 -.3304E+01 -.3898E+02   .9999685  .0008437 -.0078964
T 1790  9 .1265098E+08   7527657E-03 -.9131E+01  .1245E+02   .9999964 -.0023256  .0013435
T 1791  9 .1271675E+08   7540801E-03 -.6730E+01 -.9051E+01   .9999957 -.0025365 -.0014541
T 1792  9 .1276241E+08   7577538E-03 -.7816E+01  .1188E+02   .9999888 -.0010266  .0046205
T 1793  9 .1265901E+08   7542440E-03  .1023E+02 -.5777E+00   .9999977  .0018695  .0010560
