============================== SRIM-2003.26 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.  NOTE: Use hotkey  C  for details.=
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  F(13.7 MeV) ==> Aluminium( 2.66 um) ======================
T  499  9 .7980811E+07   2670741E-02  .1861E+04 -.2220E+03   .9986899  .0483180 -.0168499
T  500  9 .7998090E+07   2663378E-02  .2483E+04 -.2665E+02   .9961320  .0878083 -.0032892
T  501  9 .8072673E+07   2667687E-02  .1989E+04  .7395E+03   .9977242  .0559085  .0376913
T  502  9 .7945127E+07   2672070E-02  .2112E+04  .5710E+03   .9963534  .0803882  .0285956
T  503  9 .7996686E+07   2672966E-02  .2185E+04 -.5945E+03   .9963214  .0690389 -.0507662
T  504  9 .8037632E+07   2687374E-02  .2211E+04 -.3360E+03   .9978890  .0623964 -.0180067
T  505  9 .8065269E+07   2664781E-02  .2421E+04  .1426E+03   .9943137  .1057073  .0128959
T  506  9 .7803691E+07   2679647E-02  .3094E+04  .9237E+03   .9854150  .1544194  .0714974
T  507  9 .8082490E+07   2671028E-02  .2010E+04 -.8507E+02   .9982214  .0574347 -.0159753
T  508  9 .8027397E+07   2677714E-02  .2545E+04 -.1473E+03   .9952589  .0969056 -.0083037
T  509  9 .7893559E+07   2683451E-02  .2404E+04  .2268E+03   .9955588  .0930029  .0146005
T  510  9 .7937242E+07   2667192E-02  .2525E+04 -.1729E+03   .9961810  .0872458  .0034059
T  511  9 .8044300E+07   2662129E-02  .2228E+04  .2090E+02   .9969836  .0776075  .0008366
T  512  9 .7958073E+07   2680177E-02  .2599E+04  .6726E+02   .9935082  .1134854  .0079027
T  513  9 .8037225E+07   2667999E-02  .2780E+04  .4561E+03   .9931503  .1126769  .0309259
T  514  9 .7965195E+07   2667761E-02  .2133E+04 -.1845E+03   .9965256  .0794705 -.0249238
T  515  9 .7961837E+07   2675879E-02  .2412E+04  .7340E+03   .9960875  .0709009  .0527511
T  516  9 .8001595E+07   2681930E-02  .2168E+04  .2242E+03   .9965509  .0813900  .0161834
T  517  9 .7886813E+07   2675689E-02  .2435E+04 -.1678E+03   .9932733  .1090651 -.0388960
T  518  9 .8022285E+07   2674601E-02  .2289E+04 -.2089E+03   .9970646  .0687804 -.0336369
T  519  9 .8059012E+07   2675522E-02  .2248E+04  .4000E+03   .9946457  .0951891  .0402357
T  520  9 .8065593E+07   2662893E-02  .2651E+04  .7179E+02   .9946456  .1025002  .0131851
T  521  9 .7923714E+07   2676663E-02  .2364E+04  .1045E+02   .9960039  .0851776 -.0268508
T  522  9 .8080658E+07   2661599E-02  .2813E+04  .2793E+03   .9936949  .1104695  .0191552
T  523  9 .7918178E+07   2676154E-02  .2451E+04 -.1527E+03   .9956202  .0924657 -.0138038
T  524  9 .7992755E+07   2685885E-02  .1776E+04 -.6618E+03   .9968299 -.0044617 -.0794370
T  525  9 .8011455E+07   2668707E-02  .2071E+04  .5103E+03   .9956931  .0736889  .0562608
T  526  9 .8103751E+07   2669374E-02  .2185E+04 -.4545E+02   .9972064  .0714053 -.0219254
T  527  9 .7992391E+07   2661997E-02  .2637E+04 -.3312E+01   .9942015  .1075332 -.0001227
T  528  9 .8032060E+07   2671172E-02  .2587E+04 -.4193E+03   .9917844  .1275181 -.0101420
T  529  9 .7954849E+07   2672478E-02  .2341E+04 -.9645E+02   .9925461  .1195680 -.0235746
T  530  9 .8108517E+07   2674038E-02  .2646E+04  .1496E+03   .9938598  .1104577  .0064632
T  531  9 .7985946E+07   2670578E-02  .2581E+04  .7731E+03   .9934527  .1044206  .0463471
T  532  9 .8063147E+07   2662634E-02  .2537E+04  .4814E+03   .9974092  .0715334  .0076123
T  533  9 .7994000E+07   2667507E-02  .2380E+04  .1294E+03   .9975356  .0620979  .0326579
T  534  9 .8040780E+07   2681467E-02  .2206E+04  .2458E+03   .9981916  .0590150  .0114309
T  535  9 .7916542E+07   2681042E-02  .1939E+04 -.2071E+03   .9976809  .0669057 -.0125057
T  536  9 .8012685E+07   2672356E-02  .2136E+04  .1318E+03   .9965263  .0826608  .0101241
T  537  9 .7905247E+07   2672663E-02  .2135E+04 -.6907E+02   .9962474  .0855133 -.0133648
T  538  9 .7976787E+07   2672436E-02  .1848E+04  .2630E+03   .9983507  .0511846  .0260011
T  539  9 .7936443E+07   2667888E-02  .2462E+04  .2859E+02   .9961364  .0878012  .0018011
T  540  9 .8110797E+07   2665144E-02  .1955E+04 -.9063E+02   .9975369  .0693918 -.0102429
T  541  9 .7867786E+07   2684369E-02  .2539E+04  .2626E+03   .9951908  .0959806  .0195717
T  542  9 .8026176E+07   2674130E-02  .2490E+04 -.2542E+02   .9953676  .0955255 -.0108714
T  543  9 .8018476E+07   2679985E-02  .2283E+04 -.3488E+03   .9965232  .0828365 -.0089291
T  544  9 .7974416E+07   2675245E-02  .2432E+04 -.2084E+03   .9967445  .0805188 -.0041464
T  545  9 .7930757E+07   2675759E-02  .2320E+04 -.2193E+03   .9957715  .0888389 -.0233812
T  546  9 .8003506E+07   2660238E-02  .2254E+04 -.4758E+03   .9953975  .0885982 -.0365266
T  547  9 .7983348E+07   2687039E-02  .2448E+04 -.3778E+02   .9952164  .0976870 -.0012522
T  548  9 .7970737E+07   2685185E-02  .2358E+04 -.8155E+02   .9944432  .1052742  .0003622
T  549  9 .8063211E+07   2677939E-02  .2454E+04 -.3211E+02   .9957358  .0919299  .0076867
T  550  9 .8016149E+07   2679284E-02  .2145E+04 -.7665E+03   .9954984  .0859815 -.0398765
T  551  9 .7978387E+07   2681523E-02  .2241E+04  .5184E+02   .9966350  .0786133  .0232080
T  552  9 .7958724E+07   2671392E-02  .1763E+04 -.2727E+03   .9980921  .0617299  .0012770
T  553  9 .8024495E+07   2678142E-02  .2244E+04 -.2177E+03   .9966564  .0802568 -.0153247
T  554  9 .8042322E+07   2661432E-02  .2008E+04  .8632E+02   .9980154  .0618488  .0118276
T  555  9 .8046145E+07   2661208E-02  .2425E+04  .8785E+02   .9957972  .0905962  .0134231
T  556  9 .8038161E+07   2661968E-02  .2656E+04  .1345E+03   .9920248  .1255569  .0110584
T  557  9 .8039957E+07   2672804E-02  .2461E+04 -.9628E+02   .9948335  .0964551 -.0316656
T  558  9 .7969052E+07   2679486E-02  .2191E+04  .1982E+03   .9985058  .0512833  .0188710
T  559  9 .8012602E+07   2664847E-02  .2715E+04 -.2000E+03   .9932952  .1107478 -.0331590
T  560  9 .8055118E+07   2687353E-02  .2481E+04 -.1048E+03   .9944990  .1042329 -.0103583
T  561  9 .8004707E+07   2681630E-02  .2350E+04  .1723E+03   .9970622  .0764308 -.0050391
T  562  9 .8033331E+07   2660902E-02  .1962E+04 -.3404E+03   .9980042  .0614856 -.0143942
T  563  9 .8011587E+07   2683987E-02  .2381E+04 -.9939E+02   .9981950  .0526813 -.0288337
T  564  9 .8005442E+07   2675520E-02  .2448E+04  .1097E+03   .9938090  .1108525 -.0074372
T  565  9 .7993053E+07   2669939E-02  .2151E+04 -.5402E+03   .9971738  .0644393 -.0386256
T  566  9 .7924756E+07   2683755E-02  .2040E+04  .9489E+02   .9975441  .0684423 -.0148798
T  567  9 .7849459E+07   2685668E-02  .2609E+04  .1153E+03   .9937165  .1116513  .0078420
T  568  9 .7938019E+07   2675094E-02  .2441E+04  .7932E+02   .9963048  .0856258  .0067016
T  569  9 .7924474E+07   2684937E-02  .1897E+04 -.2117E+03   .9978218  .0656026 -.0069310
T  570  9 .8038588E+07   2663245E-02  .2575E+04  .1998E+03   .9909194  .1332152  .0182347
T  571  9 .8065936E+07   2665754E-02  .2318E+04 -.1532E+03   .9968200  .0775721 -.0182327
T  572  9 .7945915E+07   2670667E-02  .2754E+04 -.2424E+03   .9949287  .1003525 -.0068003
T  573  9 .7966869E+07   2682834E-02  .2341E+04 -.2777E+03   .9963065  .0815055 -.0270240
T  574  9 .8101990E+07   2674507E-02  .2268E+04 -.2940E+03   .9978615  .0626323 -.0186993
T  575  9 .8062084E+07   2669869E-02  .2383E+04 -.2267E+03   .9972426  .0718980 -.0183838
T  576  9 .7963769E+07   2662436E-02  .2584E+04  .7373E+02   .9944317  .1053498  .0026372
T  577  9 .8122106E+07   2671313E-02  .2391E+04  .2127E+03   .9959476  .0897140  .0063059
T  578  9 .7981617E+07   2661846E-02  .2838E+04 -.7068E+03   .9924645  .1112316 -.0513987
T  579  9 .8062452E+07   2676154E-02  .1669E+04  .3317E+03   .9987332  .0489635  .0115962
T  580  9 .7959600E+07   2666649E-02  .2256E+04 -.2077E+03   .9970177  .0752116 -.0172919
T  581  9 .8150095E+07   2671079E-02  .2486E+04 -.4090E+02   .9952309  .0975372  .0014274
T  582  9 .7931377E+07   2679319E-02  .2250E+04 -.2426E+02   .9970323  .0769826 -.0004834
T  583  9 .8041428E+07   2674591E-02  .2100E+04  .4900E+02   .9974042  .0711266  .0112148
T  584  9 .7996083E+07   2680800E-02  .3059E+04  .1732E+03   .9885116  .1511435  .0006954
T  585  9 .7950761E+07   2677319E-02  .2382E+04 -.2115E+03   .9957643  .0919296  .0015338
T  586  9 .8103059E+07   2666414E-02  .1932E+04  .2134E+02   .9983982  .0564457 -.0038671
T  587  9 .8005489E+07   2660688E-02  .2243E+04 -.4137E+02   .9945289  .1008813  .0271168
T  588  9 .7959417E+07   2662905E-02  .1798E+04  .2196E+03   .9977541  .0666427 -.0067455
T  589  9 .8012804E+07   2677652E-02  .2408E+04 -.1434E+03   .9947888  .1014332 -.0103209
T  590  9 .8037178E+07   2685581E-02  .2123E+04  .6070E+03   .9966785  .0779221  .0236656
T  591  9 .7995375E+07   2674223E-02  .2421E+04  .7152E+02   .9951313  .0978051  .0121620
T  592  9 .8182292E+07   2670337E-02  .2206E+04 -.2921E+02   .9967331  .0805411  .0060183
T  593  9 .7990465E+07   2661328E-02  .2151E+04  .5235E+02   .9973164  .0730978  .0040893
T  594  9 .8012509E+07   2678131E-02  .2887E+04 -.9937E+02   .9926378  .1210591 -.0038603
T  595  9 .8000805E+07   2662493E-02  .2449E+04  .8743E+02   .9988779  .0370267  .0295298
T  596  9 .8084484E+07   2680230E-02  .2416E+04  .4342E+03   .9952166  .0957845  .0192171
T  597  9 .8043873E+07   2668602E-02  .2279E+04 -.3844E+02   .9970760  .0761691 -.0061493
T  598  9 .8116250E+07   2662154E-02  .2549E+04 -.1168E+03   .9947162  .1009641 -.0185984
T  599  9 .7911024E+07   2672511E-02  .2375E+04  .2923E+03   .9954841  .0933129  .0174390
T  600  9 .8030566E+07   2662664E-02  .2289E+04 -.1256E+03   .9952046  .0962742 -.0172956
T  601  9 .7947558E+07   2664445E-02  .2280E+04  .1237E+03   .9967667  .0803287 -.0018731
T  602  9 .7981887E+07   2677257E-02  .2127E+04 -.2572E+03   .9971268  .0749096 -.0112533
T  603  9 .7952039E+07   2679625E-02  .2570E+04  .1111E+03   .9949802  .0991438  .0135989
T  604  9 .7937726E+07   2670421E-02  .2853E+04  .1360E+03   .9933617  .1148309  .0068110
T  605  9 .8069027E+07   2662467E-02  .2367E+04  .6397E+01   .9948460  .1013851  .0015542
T  606  9 .7905349E+07   2682605E-02  .2241E+04  .1577E+04   .9905084  .0706747  .1178906
T  607  9 .7850605E+07   2681369E-02  .2304E+04  .7735E+02   .9952263  .0972422  .0082849
T  608  9 .7946164E+07   2682951E-02  .2395E+04  .4385E+02   .9960769  .0857814  .0217327
T  609  9 .7994969E+07   2669599E-02  .2479E+04  .5773E+02   .9931416  .1147700  .0223078
T  610  9 .7987397E+07   2676620E-02  .2829E+04 -.1611E+03   .9929703  .1171503 -.0169054
T  611  9 .8144327E+07   2682727E-02  .2065E+04  .2789E+03   .9970426  .0741348  .0202524
T  612  9 .7895564E+07   2661109E-02  .1911E+04 -.1412E+03   .9980137  .0628223 -.0046842
T  613  9 .8016177E+07   2677455E-02  .2187E+04  .3595E+03   .9967023  .0774510  .0242063
T  614  9 .8059794E+07   2670547E-02  .2024E+04  .3078E+03   .9979126  .0614640  .0198132
T  615  9 .7992127E+07   2668335E-02  .1919E+04  .7099E+02   .9985808  .0496787  .0191917
T  616  9 .7918539E+07   2685737E-02  .2499E+04 -.2362E+03   .9936902  .1106916 -.0180853
T  617  9 .8126814E+07   2682477E-02  .2445E+04  .1597E+03   .9949668  .1002023 -.0008069
T  618  9 .7946899E+07   2669195E-02  .3229E+04  .1194E+04   .9846290  .1365383  .1089178
T  619  9 .7940760E+07   2665432E-02  .2124E+04  .5544E+02   .9975171  .0695941  .0107884
T  620  9 .8068557E+07   2661470E-02  .2567E+04  .2689E+02   .9943332  .1061041  .0065908
T  621  9 .8063682E+07   2665623E-02  .2545E+04 -.2496E+03   .9922361  .1191045 -.0358007
T  622  9 .7839187E+07   2682407E-02  .2231E+04  .7344E+03   .9958678  .0733703  .0535180
T  623  9 .7960252E+07   2665735E-02  .2368E+04 -.1049E+03   .9966477  .0816085 -.0057808
T  624  9 .7890793E+07   2679067E-02  .2487E+04 -.1606E+02   .9958003  .0913849 -.0055359
T  625  9 .7949134E+07   2683172E-02  .2255E+04 -.2286E+03   .9961104  .0857558 -.0202483
T  626  9 .7909713E+07   2679009E-02  .2361E+04 -.5131E+02   .9947684  .1017003  .0096343
T  627  9 .7933790E+07   2677937E-02  .1933E+04 -.1402E+03   .9979924  .0630805 -.0056627
T  628  9 .7940115E+07   2680776E-02  .2231E+04 -.9532E+02   .9968578  .0791206  .0037977
T  629  9 .8032269E+07   2680706E-02  .2408E+04 -.7989E+02   .9958455  .0899888 -.0139229
T  630  9 .7920079E+07   2681671E-02  .2319E+04 -.3291E+03   .9958789  .0897482 -.0130563
T  631  9 .7931639E+07   2681177E-02  .2297E+04 -.9628E+03   .9958880  .0699779 -.0575345
T  632  9 .8024845E+07   2671569E-02  .2351E+04 -.5306E+03   .9945224  .0922133 -.0492119
T  633  9 .8038674E+07   2674546E-02  .2801E+04  .3103E+03   .9922320  .1241476  .0079331
T  634  9 .7973427E+07   2682267E-02  .2133E+04 -.9335E+02   .9987575  .0497916 -.0020523
T  635  9 .7996232E+07   2675446E-02  .2160E+04 -.1016E+03   .9963727  .0801314 -.0286424
T  636  9 .8072610E+07   2671430E-02  .2462E+04 -.6247E+03   .9954662  .0887321 -.0342589
T  637  9 .7941103E+07   2665444E-02  .2403E+04 -.3656E+02   .9969213  .0781733  .0060643
T  638  9 .8078856E+07   2672992E-02  .2237E+04  .1307E+03   .9969267  .0777732  .0094107
T  639  9 .8050112E+07   2672865E-02  .2465E+04 -.2866E+03   .9919464  .1227357 -.0312765
T  640  9 .7996662E+07   2662723E-02  .2382E+04 -.3504E+03   .9933562  .1040258 -.0492146
T  641  9 .7947826E+07   2667220E-02  .2219E+04 -.7970E+02   .9960360  .0889075 -.0027872
T  642  9 .7951295E+07   2666736E-02  .2586E+04 -.1708E+03   .9947863  .1019645  .0018644
T  643  9 .8057273E+07   2668955E-02  .2001E+04  .2444E+03   .9968821  .0765951  .0189568
T  644  9 .8064054E+07   2672479E-02  .1843E+04  .2135E+02   .9986789  .0487619  .0162099
T  645  9 .8033935E+07   2662679E-02  .2809E+04  .1593E+03   .9929508  .1176595  .0143170
T  646  9 .7888710E+07   2669434E-02  .3239E+04  .7449E+03   .9874267  .1507906  .0474407
T  647  9 .8023862E+07   2669595E-02  .1987E+04  .7785E+02   .9988086  .0486423  .0039205
T  648  9 .7911827E+07   2686482E-02  .2773E+04  .1021E+03   .9922289  .1240130 -.0101321
T  649  9 .8123694E+07   2666325E-02  .2274E+04 -.1064E+03   .9957812  .0912808 -.0093617
T  650  9 .7835215E+07   2672819E-02  .2232E+04  .1444E+03   .9955635  .0929336  .0147190
T  651  9 .7991843E+07   2667354E-02  .2716E+04  .6652E+03   .9929885  .1063431  .0516243
T  652  9 .7931559E+07   2681335E-02  .2323E+04  .2047E+01   .9966593  .0816702  .0004661
T  653  9 .7986235E+07   2685908E-02  .2156E+04 -.3233E+03   .9973841  .0718359 -.0080314
T  654  9 .7997386E+07   2671398E-02  .2354E+04 -.3042E+03   .9977473  .0621550 -.0252412
T  655  9 .8034201E+07   2664686E-02  .2296E+04  .3054E+03   .9960979  .0879667  .0071342
T  656  9 .8173181E+07   2665745E-02  .2041E+04  .5063E+03   .9965606  .0696769  .0448554
T  657  9 .8055038E+07   2672888E-02  .1997E+04 -.1034E+03   .9975418  .0691207 -.0115155
T  658  9 .7927964E+07   2673054E-02  .2180E+04 -.2981E+03   .9977841  .0600399 -.0286724
T  659  9 .8027757E+07   2678894E-02  .2639E+04 -.2271E+03   .9957359  .0913508 -.0128468
T  660  9 .7901126E+07   2679655E-02  .2879E+04  .1476E+02   .9921079  .1253738  .0018002
T  661  9 .8029561E+07   2678812E-02  .2003E+04 -.1789E+03   .9977871  .0661753 -.0064634
T  662  9 .7859910E+07   2685834E-02  .2357E+04  .1937E+03   .9950606  .0979771  .0159670
T  663  9 .8012962E+07   2665496E-02  .2082E+04  .1021E+03   .9982143  .0593472  .0067926
T  664  9 .7964292E+07   2664974E-02  .1762E+04  .7925E+03   .9966260  .0727221  .0380551
T  665  9 .7969894E+07   2680206E-02  .2114E+04 -.2676E+03   .9971072  .0750300 -.0121535
T  666  9 .8019238E+07   2672200E-02  .2370E+04  .2328E+03   .9962084  .0869992 -.0001310
T  667  9 .7944020E+07   2674442E-02  .2740E+04 -.1531E+03   .9951751  .0976944 -.0090731
T  668  9 .7946957E+07   2685744E-02  .2450E+04 -.8665E+02   .9954330  .0952579 -.0062562
T  669  9 .8095446E+07   2664349E-02  .2319E+04  .2397E+03   .9974634  .0710664  .0040322
T  670  9 .7976411E+07   2670906E-02  .2673E+04 -.3762E+03   .9923059  .1220982 -.0205181
T  671  9 .7922735E+07   2682221E-02  .3073E+04  .1775E+03   .9917251  .1276417  .0137482
T  672  9 .7980649E+07   2683655E-02  .1846E+04 -.3924E+03   .9977330  .0638789 -.0211753
T  673  9 .7996469E+07   2670539E-02  .2405E+04  .1102E+03   .9964694  .0832663  .0107487
T  674  9 .7994863E+07   2683355E-02  .2422E+04 -.2766E+03   .9948251  .0997396  .0193630
T  675  9 .7970294E+07   2667450E-02  .2240E+04  .1474E+03   .9962568  .0853565  .0136587
T  676  9 .8067935E+07   2667041E-02  .1963E+04 -.1016E+03   .9973594  .0722832 -.0070321
T  677  9 .8106907E+07   2675445E-02  .2368E+04 -.1075E+03   .9969000  .0778078 -.0116763
T  678  9 .7931992E+07   2665301E-02  .2750E+04 -.3598E+02   .9941254  .1080246  .0067434
T  679  9 .7940371E+07   2682571E-02  .2322E+04  .5510E+02   .9943546  .1041321 -.0203803
T  680  9 .7918985E+07   2670206E-02  .2172E+04 -.8321E+01   .9967296  .0798743 -.0122531
T  681  9 .8081304E+07   2671845E-02  .2232E+04  .2451E+03   .9965228  .0829841  .0074747
T  682  9 .8005549E+07   2674292E-02  .1903E+04 -.1647E+03   .9982860  .0533815 -.0239877
T  683  9 .8027274E+07   2678175E-02  .2020E+04  .2772E+03   .9960614  .0329756  .0823064
T  684  9 .8116873E+07   2685550E-02  .2582E+04 -.2933E+03   .9925072  .1125316 -.0476043
T  685  9 .8034468E+07   2682367E-02  .2723E+04 -.1853E+03   .9939482  .1081700 -.0191383
T  686  9 .8119878E+07   2669519E-02  .2277E+04  .3627E+03   .9966125  .0707796  .0418791
T  687  9 .8154825E+07   2663409E-02  .2545E+04  .2632E+02   .9954990  .0945737  .0061323
T  688  9 .7964508E+07   2670987E-02  .2121E+04 -.2001E+02   .9959743  .0895166  .0046823
T  689  9 .7952876E+07   2672622E-02  .2415E+04 -.3245E+03   .9946871  .0963251 -.0363193
T  690  9 .8001790E+07   2672879E-02  .2376E+04  .3727E+03   .9963485  .0827299  .0211048
T  691  9 .7966303E+07   2684138E-02  .2199E+04  .5160E+02   .9960350  .0886292  .0076940
T  692  9 .7988591E+07   2674543E-02  .2409E+04 -.2018E+03   .9951051  .0956929 -.0246738
T  693  9 .8068187E+07   2675094E-02  .2387E+04 -.6111E+02   .9974172  .0712918  .0087450
T  694  9 .7975444E+07   2682299E-02  .1886E+04  .9369E+01   .9974286  .0712961  .0072810
T  695  9 .7980772E+07   2664184E-02  .2741E+04  .4839E+02   .9929518  .1184832 -.0029021
T  696  9 .8024559E+07   2677802E-02  .2323E+04 -.6675E+02   .9958653  .0908114 -.0023602
T  697  9 .8128011E+07   2670136E-02  .2237E+04 -.1963E+03   .9951023  .0964448 -.0216746
T  698  9 .8063342E+07   2661956E-02  .2475E+04 -.4137E+03   .9946450  .0968213 -.0361515
T  699  9 .8019542E+07   2665209E-02  .3014E+04  .4507E+03   .9914709  .1271967  .0283981
T  700  9 .7928075E+07   2676400E-02  .2490E+04  .1343E+03   .9935016  .1135877  .0072388
T  701  9 .8104076E+07   2666454E-02  .2563E+04  .1750E+03   .9950396  .0992101  .0073176
T  702  9 .8074417E+07   2683669E-02  .2254E+04  .5561E+03   .9952216  .0936803  .0275317
T  703  9 .7917920E+07   2686383E-02  .2255E+04 -.8954E+02   .9964366  .0770274 -.0343648
T  704  9 .7974453E+07   2683482E-02  .1848E+04  .5297E+03   .9974153  .0655695  .0293835
T  705  9 .7929954E+07   2680835E-02  .2678E+04  .6728E+03   .9929289  .1177198  .0153055
T  706  9 .8008185E+07   2664733E-02  .2507E+04 -.1091E+03   .9945717  .1037684 -.0077007
T  707  9 .7921858E+07   2661602E-02  .2418E+04  .1046E+03   .9921250  .1069907  .0651230
T  708  9 .7944745E+07   2683740E-02  .2040E+04  .1402E+03   .9975988  .0691061 -.0045844
T  709  9 .8113530E+07   2662444E-02  .2499E+04  .1955E+03   .9948007  .1014041  .0094176
T  710  9 .7968081E+07   2671696E-02  .2364E+04  .1025E+03   .9969210  .0784080 -.0008064
T  711  9 .7961985E+07   2674483E-02  .2278E+04 -.4528E+02   .9957181  .0924388  .0007495
T  712  9 .7985556E+07   2667763E-02  .2229E+04 -.1800E+03   .9973452  .0706460 -.0176551
T  713  9 .7973283E+07   2664734E-02  .2472E+04 -.7901E+02   .9961035  .0872036 -.0131669
T  714  9 .8022909E+07   2661750E-02  .2104E+04 -.9177E+02   .9966869  .0810867 -.0063349
T  715  9 .7859404E+07   2667606E-02  .3310E+04 -.1791E+02   .9891649  .1465025  .0094740
T  716  9 .8180757E+07   2664397E-02  .2300E+04 -.9148E+01   .9965056  .0831900  .0074821
T  717  9 .8052723E+07   2672951E-02  .2332E+04  .4191E+03   .9958607  .0893938  .0164406
T  718  9 .7925679E+07   2671211E-02  .2765E+04  .4893E+03   .9925621  .1194328  .0235840
T  719  9 .8058845E+07   2667327E-02  .2172E+04 -.1463E+03   .9953553  .0957255 -.0102220
T  720  9 .8141513E+07   2674268E-02  .9597E+03  .2639E+03   .9999402  .0015750  .0108216
T  721  9 .8035660E+07   2678434E-02  .2082E+04  .2008E+03   .9981741  .0582913  .0158322
T  722  9 .8111134E+07   2660555E-02  .2511E+04  .1243E+03   .9943722  .1058891  .0033873
T  723  9 .7977251E+07   2665180E-02  .2164E+04  .5159E+03   .9956245  .0881214  .0310882
T  724  9 .8037059E+07   2671310E-02  .2249E+04  .9820E+02   .9964946  .0836255 -.0023087
T  725  9 .8019193E+07   2673992E-02  .2699E+04 -.9940E+02   .9934975  .1138350 -.0020733
T  726  9 .7985919E+07   2668236E-02  .2429E+04 -.2540E+03   .9960285  .0866746 -.0203638
T  727  9 .7952877E+07   2677584E-02  .2487E+04 -.1993E+02   .9947803  .1014278 -.0111604
T  728  9 .8029246E+07   2681246E-02  .2616E+04 -.3179E+03   .9924086  .1185446 -.0327459
T  729  9 .7953857E+07   2661195E-02  .2770E+04 -.2854E+03   .9950852  .0975900 -.0167824
T  730  9 .7974643E+07   2684753E-02  .2230E+04 -.4502E+01   .9982532  .0589476 -.0039777
T  731  9 .8011142E+07   2662513E-02  .2540E+04  .2478E+03   .9932996  .1090576  .0382418
T  732  9 .7889296E+07   2669560E-02  .3063E+04  .4257E+03   .9902203  .1365564  .0285664
T  733  9 .8042267E+07   2667354E-02  .2107E+04 -.4240E+02   .9985719  .0476814  .0240985
T  734  9 .7994768E+07   2670358E-02  .2231E+04  .5467E+03   .9958989  .0879664  .0211492
T  735  9 .8000774E+07   2681091E-02  .2363E+04  .2784E+03   .9965553  .0777713  .0287961
T  736  9 .7921304E+07   2684706E-02  .2459E+04 -.6827E+02   .9938759  .1104969  .0010165
T  737  9 .7964360E+07   2687292E-02  .2506E+04 -.2682E+03   .9955325  .0931360 -.0155140
T  738  9 .8130447E+07   2661517E-02  .2252E+04  .6970E+02   .9969076  .0781860  .0078814
T  739  9 .8002839E+07   2660791E-02  .2620E+04 -.1120E+03   .9933311  .1149785 -.0085641
T  740  9 .8022537E+07   2662515E-02  .2517E+04  .1552E+02   .9952992  .0968182  .0024162
T  741  9 .8030259E+07   2668865E-02  .2519E+04  .2985E+03   .9948937  .0995419  .0166705
T  742  9 .8009528E+07   2669617E-02  .2445E+04 -.3945E+02   .9959190  .0897347 -.0096498
T  743  9 .8026179E+07   2672962E-02  .2466E+04  .5486E+02   .9961774  .0870004  .0078400
T  744  9 .8008515E+07   2660087E-02  .2726E+04 -.2290E+03   .9913518  .1187165 -.0559290
T  745  9 .8068858E+07   2679050E-02  .1368E+04 -.8472E+02   .9992902  .0375662 -.0028201
T  746  9 .8043440E+07   2671162E-02  .2444E+04  .2647E+03   .9942542  .1045766  .0228557
T  747  9 .7896517E+07   2684608E-02  .2841E+04  .5416E+03   .9941136  .1052114  .0258593
T  748  9 .7931311E+07   2675888E-02  .2441E+04  .1569E+03   .9947396  .1024080 -.0023760
T  749  9 .7964281E+07   2668237E-02  .2149E+04  .4147E+03   .9968846  .0731498  .0294979
T  750  9 .7932553E+07   2682156E-02  .1912E+04  .1442E+03   .9992901  .0353800  .0129418
T  751  9 .8074905E+07   2664590E-02  .1615E+04 -.2448E+03   .9982073  .0582665 -.0136829
T  752  9 .8041339E+07   2673378E-02  .2660E+04  .6432E+02   .9948933  .1008857 -.0030544
T  753  9 .8009484E+07   2682742E-02  .2321E+04 -.6827E+02   .9963350  .0853349 -.0058763
T  754  9 .7988303E+07   2676149E-02  .2372E+04  .4907E+02   .9957403  .0917588 -.0090309
T  755  9 .8061022E+07   2666831E-02  .2307E+04  .1158E+03   .9943396  .1038157  .0226075
T  756  9 .8142311E+07   2666166E-02  .2012E+04  .5014E+01   .9980445  .0624855  .0016693
T  757  9 .8110736E+07   2678357E-02  .2800E+04  .7431E+02   .9916514  .1281725  .0141170
T  758  9 .7989170E+07   2680058E-02  .2035E+04 -.3486E+03   .9973858  .0693474 -.0203103
T  759  9 .7955903E+07   2671051E-02  .1968E+04 -.3384E+03   .9968631  .0778286 -.0143758
T  760  9 .8056981E+07   2674903E-02  .2027E+04 -.7194E+02   .9967317  .0803392  .0084534
T  761  9 .8029888E+07   2672819E-02  .1866E+04  .1936E+02   .9984064  .0541119  .0160148
T  762  9 .8105372E+07   2673691E-02  .2277E+04 -.7683E+02   .9964907  .0825397 -.0139077
T  763  9 .8008504E+07   2678020E-02  .2408E+04  .1575E+03   .9969996  .0768552  .0092236
T  764  9 .7928784E+07   2681320E-02  .2645E+04 -.5328E+03   .9926613  .1162058 -.0334629
T  765  9 .8006036E+07   2667930E-02  .2037E+04  .2690E+03   .9974000  .0693209  .0196945
T  766  9 .8036185E+07   2674575E-02  .2230E+04 -.3671E+03   .9965107  .0822724 -.0140578
